Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Robinson,190264,1,2,0.50,0,2,0.00,1,2,0.50,7,17,0.41,3,5,0.60
Santana,190533,0,0,0.00,12,25,0.48,4,7,0.57,1,3,0.33,0,1,0.00
Banning,190457,6,7,0.86,7,21,0.33,8,19,0.42,10,48,0.21,14,24,0.58
Izzo,185174,0,0,0.00,1,1,1.00,1,2,0.50,3,6,0.50,0,1,0.00
Krieg,184575,1,2,0.50,0,0,0.00,2,6,0.33,2,5,0.40,0,1,0.00
Purcell,170616,5,8,0.62,66,130,0.51,51,105,0.49,57,170,0.34,38,69,0.55
Adams,177856,13,15,0.87,185,290,0.64,24,48,0.50,14,42,0.33,46,88,0.52
Strickland,184983,4,4,1.00,194,336,0.58,21,52,0.40,10,29,0.34,14,23,0.61
Sowers,175229,29,35,0.83,21,42,0.50,34,93,0.37,82,237,0.35,32,66,0.48
Stoltzfus,180713,105,137,0.77,12,23,0.52,59,161,0.37,71,231,0.31,299,617,0.48
Sierra,183487,18,27,0.67,73,135,0.54,24,59,0.41,16,56,0.29,45,90,0.50
West,190667,3,3,1.00,1,7,0.14,5,10,0.50,6,30,0.20,8,16,0.50
McCurry,175270,13,17,0.76,27,51,0.53,25,50,0.50,24,77,0.31,13,22,0.59
Harmon,184017,5,6,0.83,90,146,0.62,14,30,0.47,8,25,0.32,6,8,0.75
Neri,181936,26,35,0.74,16,29,0.55,31,74,0.42,41,121,0.34,63,137,0.46
Pedersen,188713,0,0,0.00,4,11,0.36,0,1,0.00,0,0,0.00,1,1,1.00
McGee,190294,0,0,0.00,3,9,0.33,1,2,0.50,0,0,0.00,0,1,0.00
McCaffrey,185123,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Keane,185236,1,3,0.33,23,34,0.68,8,23,0.35,14,40,0.35,7,15,0.47
Joy,186676,0,4,0.00,64,107,0.60,5,17,0.29,3,8,0.38,5,9,0.56
Pendleton,191973,0,0,0.00,35,51,0.69,0,2,0.00,1,4,0.25,0,1,0.00
Dempsey,191131,15,18,0.83,26,51,0.51,24,69,0.35,54,148,0.36,27,53,0.51
Skipper,187855,4,6,0.67,80,156,0.51,11,36,0.31,38,89,0.43,7,11,0.64
Harman,184296,30,45,0.67,6,14,0.43,31,82,0.38,29,98,0.30,78,173,0.45
Kelley,175713,3,4,0.75,328,455,0.72,12,27,0.44,17,39,0.44,16,47,0.34
Madison,171828,1,5,0.20,30,55,0.55,11,22,0.50,8,18,0.44,19,38,0.50
Puckett,172279,1,2,0.50,118,197,0.60,11,30,0.37,2,6,0.33,3,8,0.38
Barlow,182490,34,50,0.68,11,19,0.58,24,64,0.38,78,198,0.39,76,189,0.40
Lane,182810,35,45,0.78,15,30,0.50,41,95,0.43,87,245,0.36,80,144,0.56
Wells,181592,3,3,1.00,7,12,0.58,9,19,0.47,18,41,0.44,2,3,0.67
Pollard,191930,0,0,0.00,2,4,0.50,5,6,0.83,0,6,0.00,2,2,1.00
Ruiz,183142,0,0,0.00,24,42,0.57,2,6,0.33,1,1,1.00,0,1,0.00
Gillespie,188692,2,3,0.67,1,1,1.00,2,6,0.33,4,8,0.50,3,5,0.60
Lancaster,182410,2,3,0.67,2,2,1.00,8,15,0.53,4,11,0.36,4,13,0.31
Cavazos,186645,6,11,0.55,4,5,0.80,5,15,0.33,4,9,0.44,34,68,0.50
Fuchs,175526,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00,0,0,0.00
Marsh,182605,0,0,0.00,95,152,0.62,2,10,0.20,4,6,0.67,4,5,0.80
Stevenson,174381,8,10,0.80,74,127,0.58,32,77,0.42,77,186,0.41,20,38,0.53
Stuckey,172380,14,20,0.70,111,166,0.67,34,67,0.51,33,73,0.45,56,114,0.49
Isaksen,174852,1,2,0.50,138,248,0.56,12,29,0.41,18,36,0.50,6,15,0.40
Pfeifer,169817,39,54,0.72,22,40,0.55,56,124,0.45,96,225,0.43,132,282,0.47
Robinson,173803,44,55,0.80,46,69,0.67,83,215,0.39,3,11,0.27,138,268,0.51
Cleveland,177248,18,27,0.67,30,47,0.64,47,96,0.49,73,180,0.41,60,147,0.41
Firth,177521,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Gay,175222,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Curtis,176083,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Spence,188357,4,4,1.00,28,67,0.42,25,55,0.45,25,96,0.26,7,14,0.50
Webb,173535,3,6,0.50,195,337,0.58,34,72,0.47,31,79,0.39,15,29,0.52
Valencia,172888,5,8,0.62,191,322,0.59,19,51,0.37,6,20,0.30,15,34,0.44
Paige,170936,64,81,0.79,55,87,0.63,56,127,0.44,116,304,0.38,114,225,0.51
Sandoval,174182,49,65,0.75,23,37,0.62,46,95,0.48,88,251,0.35,77,173,0.45
Lee,182095,35,52,0.67,25,56,0.45,49,98,0.50,56,159,0.35,122,275,0.44
Napier,183561,3,5,0.60,129,201,0.64,5,7,0.71,6,17,0.35,4,9,0.44
Small,187727,18,25,0.72,19,31,0.61,18,53,0.34,29,85,0.34,31,71,0.44
Burt,183715,3,3,1.00,61,125,0.49,11,29,0.38,11,38,0.29,4,6,0.67
Woods,186882,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Graham,181221,4,5,0.80,58,108,0.54,27,63,0.43,84,224,0.38,8,21,0.38
Urbonas,183194,16,25,0.64,173,320,0.54,23,64,0.36,25,72,0.35,77,150,0.51
Brewer,174987,2,3,0.67,259,457,0.57,4,10,0.40,0,1,0.00,9,19,0.47
Cartwright,181375,30,34,0.88,25,41,0.61,27,62,0.44,101,279,0.36,17,30,0.57
Stearns,182484,62,99,0.63,19,27,0.70,95,272,0.35,6,20,0.30,241,538,0.45
Phillips,179033,26,39,0.67,18,29,0.62,21,66,0.32,18,71,0.25,35,75,0.47
Felix,179184,3,6,0.50,6,20,0.30,3,12,0.25,1,14,0.07,3,9,0.33
Wallace,179413,0,0,0.00,41,69,0.59,1,4,0.25,1,3,0.33,1,7,0.14
Palmer,186857,0,0,0.00,48,88,0.55,4,9,0.44,1,5,0.20,3,8,0.38
Caruthers,176700,5,10,0.50,0,0,0.00,3,12,0.25,9,30,0.30,9,21,0.43
Matthews,179767,2,2,1.00,0,0,0.00,2,7,0.29,3,11,0.27,3,4,0.75
Hood,190368,0,0,0.00,2,2,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Elliott,183919,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Mays,191877,2,3,0.67,1,1,1.00,0,2,0.00,3,6,0.50,1,2,0.50
Childress,182801,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Cabral,181109,1,1,1.00,2,3,0.67,6,10,0.60,7,14,0.50,2,3,0.67
Hahn,183702,1,1,1.00,3,12,0.25,0,0,0.00,1,4,0.25,1,1,1.00
Kuntz,187797,0,0,0.00,10,22,0.45,2,4,0.50,0,3,0.00,1,1,1.00
Field,189132,0,0,0.00,1,4,0.25,4,11,0.36,2,16,0.12,0,1,0.00
Traverso,186561,1,2,0.50,0,0,0.00,1,3,0.33,1,5,0.20,1,2,0.50
Hicks,173400,5,7,0.71,3,4,0.75,5,15,0.33,12,36,0.33,5,15,0.33
Hinson,185936,0,1,0.00,58,102,0.57,11,16,0.69,4,6,0.67,2,2,1.00
Fanelli,186044,0,1,0.00,16,26,0.62,0,4,0.00,4,12,0.33,3,6,0.50
Rocha,187767,16,21,0.76,19,32,0.59,16,39,0.41,38,95,0.40,6,12,0.50
Hitchcock,182051,1,1,1.00,44,82,0.54,9,29,0.31,4,23,0.17,5,11,0.45
Rivera,179827,3,3,1.00,20,42,0.48,19,43,0.44,28,77,0.36,12,26,0.46
Valencia,179104,34,53,0.64,1,7,0.14,35,81,0.43,32,85,0.38,120,240,0.50
Steele,173680,9,12,0.75,78,138,0.57,48,108,0.44,114,268,0.43,25,62,0.40
Dent,177184,5,8,0.62,146,251,0.58,16,27,0.59,16,40,0.40,24,54,0.44
Ritter,171689,1,2,0.50,191,328,0.58,18,46,0.39,5,28,0.18,2,8,0.25
Christopher,176704,57,73,0.78,42,74,0.57,68,132,0.52,101,325,0.31,75,148,0.51
Allen,181142,61,79,0.77,15,25,0.60,55,129,0.43,122,333,0.37,202,408,0.50
Peek,175803,11,18,0.61,39,83,0.47,51,107,0.48,76,188,0.40,36,81,0.44
Herrick,176837,6,7,0.86,176,352,0.50,26,61,0.43,37,76,0.49,11,19,0.58
Pfeifer,175397,0,0,0.00,51,88,0.58,16,30,0.53,19,47,0.40,1,4,0.25
Trout,185899,19,27,0.70,7,13,0.54,14,35,0.40,26,76,0.34,13,30,0.43
Griswold,169921,80,110,0.73,21,38,0.55,57,149,0.38,66,176,0.38,239,506,0.47
Cooke,171072,57,79,0.72,46,84,0.55,81,173,0.47,100,264,0.38,177,344,0.51
Byrne,188134,0,0,0.00,4,7,0.57,0,0,0.00,0,0,0.00,1,1,1.00
Joy,174117,9,13,0.69,228,382,0.60,13,27,0.48,11,39,0.28,41,89,0.46
Liles,174157,5,6,0.83,9,16,0.56,8,20,0.40,15,41,0.37,11,20,0.55
Arce,188189,0,0,0.00,0,0,0.00,1,2,0.50,0,1,0.00,0,0,0.00
Guzman,185861,0,0,0.00,13,23,0.57,1,1,1.00,0,1,0.00,0,0,0.00
Wallace,191519,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Singletary,185695,0,0,0.00,1,1,1.00,0,2,0.00,3,5,0.60,0,0,0.00
Barkley,180150,7,10,0.70,15,32,0.47,23,48,0.48,28,95,0.29,8,23,0.35
Curley,171989,8,10,0.80,193,315,0.61,24,69,0.35,64,169,0.38,25,50,0.50
Robbins,180496,1,1,1.00,223,414,0.54,17,39,0.44,11,36,0.31,1,6,0.17
Pool,182672,10,13,0.77,47,83,0.57,14,38,0.37,17,60,0.28,6,14,0.43
Buford,174480,108,141,0.77,13,26,0.50,66,171,0.39,123,345,0.36,246,514,0.48
Akins,171680,2,4,0.50,219,423,0.52,10,26,0.38,0,0,0.00,16,42,0.38
Weatherford,190973,3,6,0.50,0,1,0.00,5,10,0.50,6,13,0.46,3,6,0.50
Means,191097,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Wilson,188260,7,10,0.70,31,52,0.60,34,79,0.43,80,194,0.41,22,49,0.45
Sheppard,179852,0,0,0.00,7,20,0.35,2,3,0.67,0,0,0.00,0,2,0.00
McClure,183651,23,35,0.66,32,49,0.65,28,69,0.41,105,253,0.42,23,40,0.57
Dent,184133,0,2,0.00,0,1,0.00,2,4,0.50,1,5,0.20,0,1,0.00
Pike,173567,0,0,0.00,0,0,0.00,0,0,0.00,0,3,0.00,0,0,0.00
Sommers,182237,7,10,0.70,75,138,0.54,51,119,0.43,51,165,0.31,17,26,0.65
Roldan,187698,1,1,1.00,285,488,0.58,4,11,0.36,1,4,0.25,5,13,0.38
Draper,176271,0,0,0.00,167,308,0.54,15,39,0.38,5,12,0.42,8,19,0.42
Serrano,173633,54,61,0.89,24,45,0.53,75,141,0.53,131,360,0.36,63,132,0.48
DeMarco,177757,64,92,0.70,7,19,0.37,63,149,0.42,49,125,0.39,282,575,0.49
Patterson,186624,38,63,0.60,34,83,0.41,49,137,0.36,85,278,0.31,138,280,0.49
Templeton,183433,9,14,0.64,6,11,0.55,5,28,0.18,21,57,0.37,15,30,0.50
Hickman,183887,0,0,0.00,24,47,0.51,1,3,0.33,1,7,0.14,0,1,0.00
Patterson,170301,38,63,0.60,34,83,0.41,49,137,0.36,85,278,0.31,138,280,0.49
Howard,181337,1,2,0.50,73,122,0.60,6,16,0.38,7,14,0.50,4,9,0.44
Morgan,190678,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bonato,190014,0,0,0.00,0,0,0.00,0,1,0.00,0,1,0.00,0,0,0.00
Harris,186528,1,2,0.50,73,148,0.49,19,45,0.42,15,49,0.31,4,18,0.22
Lombardo,178813,0,1,0.00,65,139,0.47,7,23,0.30,3,12,0.25,10,22,0.45
Page,176128,0,1,0.00,274,480,0.57,10,22,0.45,1,4,0.25,4,20,0.20
Picco,186691,17,24,0.71,14,35,0.40,32,78,0.41,21,91,0.23,16,40,0.40
Rigon,173862,27,47,0.57,19,38,0.50,72,177,0.41,75,207,0.36,114,244,0.47
Hurst,186420,15,19,0.79,6,12,0.50,30,70,0.43,19,62,0.31,20,42,0.48
Terry,176254,2,3,0.67,15,32,0.47,11,26,0.42,25,59,0.42,12,23,0.52
Moss,176569,0,0,0.00,1,1,1.00,0,1,0.00,0,3,0.00,0,1,0.00
Longoria,185005,5,5,1.00,47,93,0.51,21,47,0.45,27,58,0.47,9,20,0.45
Borders,176978,2,4,0.50,3,11,0.27,8,16,0.50,5,30,0.17,4,11,0.36
Meyer,177584,0,0,0.00,1,3,0.33,0,1,0.00,0,0,0.00,0,1,0.00
Massey,178588,5,8,0.62,184,278,0.66,38,89,0.43,40,107,0.37,14,27,0.52
Baird,174526,0,3,0.00,125,203,0.62,23,58,0.40,4,19,0.21,17,36,0.47
Madsen,174109,3,4,0.75,273,448,0.61,2,9,0.22,0,0,0.00,11,21,0.52
Sterling,191384,3,3,1.00,1,2,0.50,4,9,0.44,10,21,0.48,2,8,0.25
Riley,173463,79,98,0.81,41,66,0.62,63,143,0.44,210,519,0.40,197,421,0.47
Barkley,171935,46,54,0.85,31,49,0.63,50,109,0.46,119,287,0.41,70,122,0.57
Bermudez,183040,28,37,0.76,117,183,0.64,39,88,0.44,76,179,0.42,71,136,0.52
Fulton,189119,13,15,0.87,4,7,0.57,4,23,0.17,6,24,0.25,2,8,0.25
Fitzgerald,185139,6,10,0.60,6,7,0.86,6,16,0.38,3,13,0.23,3,8,0.38
Hayes,186059,2,2,1.00,1,1,1.00,1,3,0.33,0,1,0.00,1,2,0.50
Bechtel,182375,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,1,1,1.00
Adams,170428,22,29,0.76,44,91,0.48,46,104,0.44,103,280,0.37,42,86,0.49
Berg,186515,2,6,0.33,113,198,0.57,36,77,0.47,40,119,0.34,7,18,0.39
Vincent,180987,3,3,1.00,69,126,0.55,11,21,0.52,14,25,0.56,2,7,0.29
Allred,177551,75,91,0.82,32,46,0.70,42,122,0.34,66,209,0.32,151,297,0.51
Chapman,177599,63,89,0.71,10,16,0.62,44,118,0.37,62,177,0.35,187,359,0.52
Jenkins,176566,2,2,1.00,0,4,0.00,2,6,0.33,8,18,0.44,4,7,0.57
Reinhart,191357,1,1,1.00,1,1,1.00,0,2,0.00,5,7,0.71,0,0,0.00
Diaz,191581,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Christenson,181431,16,21,0.76,95,169,0.56,28,64,0.44,56,184,0.30,16,31,0.52
Abel,187743,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00,0,0,0.00
Cordova,184639,3,8,0.38,130,254,0.51,20,39,0.51,23,49,0.47,20,46,0.43
McGovern,185587,1,1,1.00,234,395,0.59,4,17,0.24,6,22,0.27,9,20,0.45
Robinson,174040,17,27,0.63,8,18,0.44,21,49,0.43,22,61,0.36,26,56,0.46
Hubert,185576,6,6,1.00,112,199,0.56,69,180,0.38,124,357,0.35,8,27,0.30
Howard,202858,1,1,1.00,147,248,0.59,19,48,0.40,10,39,0.26,5,24,0.21
Kaline,183055,0,0,0.00,63,100,0.63,3,6,0.50,3,10,0.30,0,1,0.00
Stoner,188785,4,6,0.67,12,20,0.60,20,32,0.62,23,68,0.34,9,19,0.47
Waddell,183147,64,95,0.67,16,28,0.57,71,195,0.36,38,128,0.30,289,592,0.49
Dailey,188223,6,8,0.75,4,9,0.44,8,21,0.38,13,33,0.39,6,16,0.38
Bittner,175305,4,5,0.80,92,151,0.61,1,9,0.11,2,8,0.25,13,36,0.36
Simms,177520,30,40,0.75,29,51,0.57,37,98,0.38,98,253,0.39,61,136,0.45
Christy,174832,6,7,0.86,55,132,0.42,6,14,0.43,2,7,0.29,26,50,0.52
Calhoun,177816,27,47,0.57,8,15,0.53,22,60,0.37,9,26,0.35,73,160,0.46
Banning,176983,0,1,0.00,5,9,0.56,1,3,0.33,4,11,0.36,1,3,0.33
McCartney,186647,0,0,0.00,3,5,0.60,3,7,0.43,6,20,0.30,2,4,0.50
Motley,174319,0,0,0.00,2,4,0.50,1,3,0.33,0,6,0.00,1,4,0.25
Sims,173909,0,0,0.00,2,2,1.00,1,1,1.00,0,0,0.00,0,1,0.00
Petrovic,202834,0,0,0.00,3,5,0.60,1,6,0.17,3,8,0.38,2,5,0.40
Ricci,188656,1,1,1.00,12,19,0.63,0,1,0.00,1,1,1.00,1,2,0.50
Hodge,175528,13,22,0.59,245,378,0.65,14,28,0.50,0,1,0.00,64,130,0.49
Stratton,176949,52,64,0.81,27,49,0.55,36,100,0.36,106,283,0.37,84,185,0.45
Gallagher,171300,39,51,0.76,98,158,0.62,57,138,0.41,107,279,0.38,121,250,0.48
Douglas,185655,6,7,0.86,167,307,0.54,12,39,0.31,22,52,0.42,11,36,0.31
Hunt,174308,4,4,1.00,280,442,0.63,26,50,0.52,12,40,0.30,10,23,0.43
Martin,181150,57,81,0.70,25,38,0.66,45,110,0.41,83,238,0.35,79,152,0.52
Dubois,173899,107,148,0.72,16,23,0.70,86,213,0.40,78,227,0.34,351,676,0.52
Burks,173064,23,35,0.66,42,70,0.60,51,103,0.50,80,195,0.41,42,92,0.46
Costa,177460,10,14,0.71,10,20,0.50,14,31,0.45,27,83,0.33,10,16,0.62
Samson,183937,0,0,0.00,127,197,0.64,15,22,0.68,5,13,0.38,1,5,0.20
Farrington,174104,6,8,0.75,58,118,0.49,50,108,0.46,128,317,0.40,24,45,0.53
Boone,172925,9,15,0.60,143,286,0.50,20,58,0.34,5,15,0.33,46,95,0.48
Parson,186620,2,4,0.50,146,262,0.56,13,35,0.37,8,19,0.42,11,23,0.48
Humphrey,169075,27,38,0.71,22,49,0.45,24,86,0.28,147,421,0.35,47,91,0.52
Gay,189115,21,25,0.84,11,22,0.50,27,81,0.33,38,153,0.25,34,79,0.43
Byrnes,184607,2,2,1.00,49,106,0.46,11,26,0.42,2,12,0.17,6,12,0.50
Wood,191286,13,17,0.76,23,50,0.46,12,30,0.40,32,84,0.38,20,50,0.40
Weber,185016,1,3,0.33,38,85,0.45,3,13,0.23,0,3,0.00,6,11,0.55
Reynolds,186608,5,7,0.71,19,45,0.42,19,61,0.31,50,154,0.32,7,13,0.54
Baez,188472,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Miller,191004,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bell,186199,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Giles,177392,13,21,0.62,72,125,0.58,52,111,0.47,60,181,0.33,45,85,0.53
German,172120,15,18,0.83,155,258,0.60,7,18,0.39,21,47,0.45,46,88,0.52
Tirado,173616,0,0,0.00,247,386,0.64,23,40,0.57,12,37,0.32,2,9,0.22
Dolan,168976,90,122,0.74,23,39,0.59,75,179,0.42,97,253,0.38,225,435,0.52
Walsh,182713,83,122,0.68,18,35,0.51,56,158,0.35,64,174,0.37,261,545,0.48
Hatton,186730,9,12,0.75,18,40,0.45,43,84,0.51,31,112,0.28,6,15,0.40
Murphay,186943,4,9,0.44,2,5,0.40,10,23,0.43,7,21,0.33,34,59,0.58
Campbell,183740,16,22,0.73,6,20,0.30,8,22,0.36,13,41,0.32,7,21,0.33
Burley,186978,6,9,0.67,46,84,0.55,20,43,0.47,3,10,0.30,17,30,0.57
Rawlings,185927,0,1,0.00,91,139,0.65,7,19,0.37,9,10,0.90,4,6,0.67
Rivers,178872,0,1,0.00,0,0,0.00,2,4,0.50,2,2,1.00,0,0,0.00
Conner,180477,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Graves,178800,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Duenas,175892,25,28,0.89,56,91,0.62,73,144,0.51,139,360,0.39,58,115,0.50
Long,172530,3,4,0.75,166,269,0.62,28,64,0.44,22,70,0.31,18,31,0.58
Lane,177253,5,8,0.62,176,330,0.53,23,43,0.53,3,20,0.15,21,51,0.41
Waters,180776,46,53,0.87,32,57,0.56,39,82,0.48,120,356,0.34,16,32,0.50
Stuckey,174409,95,144,0.66,13,22,0.59,78,174,0.45,60,188,0.32,336,678,0.50
Corley,172191,4,5,0.80,35,57,0.61,15,32,0.47,58,135,0.43,7,10,0.70
Odom,178713,19,28,0.68,10,19,0.53,15,44,0.34,39,107,0.36,28,45,0.62
Looney,189464,0,3,0.00,33,79,0.42,6,7,0.86,5,14,0.36,4,8,0.50
McReynolds,187076,9,13,0.69,4,7,0.57,6,13,0.46,6,19,0.32,9,20,0.45
Lytle,181819,0,0,0.00,64,112,0.57,4,11,0.36,4,7,0.57,3,7,0.43
Booth,184483,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Gregory,185340,0,0,0.00,2,2,1.00,0,2,0.00,1,4,0.25,0,1,0.00
Mora,186976,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Durak,201110,3,6,0.50,32,65,0.49,38,85,0.45,65,189,0.34,10,19,0.53
Bullard,169702,9,14,0.64,274,455,0.60,14,30,0.47,1,3,0.33,34,56,0.61
Little,171619,6,7,0.86,176,304,0.58,7,26,0.27,14,35,0.40,15,33,0.45
Day,182043,71,81,0.88,37,74,0.50,64,127,0.50,146,413,0.35,131,258,0.51
Mack,182621,11,14,0.79,21,50,0.42,35,73,0.48,95,249,0.38,13,26,0.50
Custer,177396,11,15,0.73,10,20,0.50,29,59,0.49,37,104,0.36,24,57,0.42
Hurst,177557,24,29,0.83,10,15,0.67,15,38,0.39,26,70,0.37,36,80,0.45
Nelson,183371,0,0,0.00,36,63,0.57,2,3,0.67,0,1,0.00,3,16,0.19
William,181425,0,0,0.00,3,8,0.38,0,1,0.00,3,6,0.50,0,0,0.00
Bryant,180406,1,1,1.00,87,171,0.51,2,9,0.22,0,0,0.00,5,10,0.50
Paulsen,186208,0,1,0.00,4,6,0.67,2,11,0.18,22,62,0.35,5,9,0.56
Russo,181161,3,3,1.00,4,6,0.67,0,1,0.00,1,1,1.00,1,2,0.50
Marini,179179,1,1,1.00,0,1,0.00,1,3,0.33,6,12,0.50,0,1,0.00
Stallworth,188518,0,1,0.00,0,0,0.00,0,0,0.00,0,2,0.00,2,2,1.00
Mullins,188609,1,2,0.50,66,157,0.42,23,64,0.36,25,74,0.34,10,23,0.43
Hayes,175597,9,10,0.90,154,332,0.46,8,26,0.31,11,25,0.44,10,20,0.50
Holmes,186218,1,1,1.00,85,150,0.57,6,13,0.46,0,1,0.00,2,8,0.25
Wright,169478,36,53,0.68,37,62,0.60,61,148,0.41,69,186,0.37,95,187,0.51
Clery,183594,102,151,0.68,32,49,0.65,69,221,0.31,54,134,0.40,354,681,0.52
Conde,198266,8,10,0.80,24,60,0.40,34,74,0.46,58,176,0.33,21,46,0.46
Sykes,181531,0,0,0.00,43,79,0.54,8,17,0.47,1,4,0.25,5,9,0.56
McCurdy,175900,4,7,0.57,15,29,0.52,12,43,0.28,18,48,0.38,15,36,0.42
Milam,187042,0,0,0.00,20,34,0.59,1,5,0.20,0,2,0.00,0,0,0.00
Wells,180108,29,39,0.74,12,23,0.52,25,57,0.44,20,59,0.34,99,220,0.45
Griswold,185019,1,1,1.00,5,10,0.50,5,25,0.20,17,48,0.35,2,7,0.29
Meredith,184819,0,0,0.00,0,0,0.00,2,3,0.67,0,1,0.00,2,4,0.50
Pierce,189360,0,0,0.00,0,0,0.00,0,2,0.00,0,2,0.00,0,0,0.00
Schott,187137,0,0,0.00,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00
Partridge,175710,18,28,0.64,79,151,0.52,42,97,0.43,29,95,0.31,106,190,0.56
Gates,177593,3,6,0.50,38,78,0.49,24,54,0.44,22,74,0.30,7,18,0.39
Conners,187443,1,3,0.33,174,293,0.59,10,22,0.45,3,15,0.20,8,16,0.50
Winston,189689,7,8,0.88,57,137,0.42,20,59,0.34,8,29,0.28,39,67,0.58
Roberts,179349,28,32,0.88,35,55,0.64,35,95,0.37,117,320,0.37,25,54,0.46
Day,189185,2,2,1.00,2,5,0.40,5,11,0.45,2,20,0.10,2,6,0.33
Belanger,176341,0,0,0.00,1,1,1.00,0,0,0.00,0,2,0.00,0,0,0.00
Roe,189683,32,46,0.70,12,22,0.55,48,118,0.41,62,148,0.42,129,254,0.51
Parker,178035,1,2,0.50,7,14,0.50,1,5,0.20,2,7,0.29,3,5,0.60
Springer,177950,1,3,0.33,8,13,0.62,4,12,0.33,6,20,0.30,5,11,0.45
Howe,187223,27,32,0.84,18,32,0.56,21,69,0.30,33,87,0.38,64,150,0.43
Fairchild,177155,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Burrell,184550,7,13,0.54,75,149,0.50,54,117,0.46,80,253,0.32,18,33,0.55
Fisher,170560,23,33,0.70,129,252,0.51,45,99,0.45,17,40,0.42,94,178,0.53
Calvo,184369,1,2,0.50,127,246,0.52,24,50,0.48,12,35,0.34,7,22,0.32
Goetz,186399,32,37,0.86,36,53,0.68,58,131,0.44,84,240,0.35,41,95,0.43
Dupree,181071,13,21,0.62,11,21,0.52,33,87,0.38,46,154,0.30,26,69,0.38
Maxwell,186656,2,4,0.50,12,33,0.36,15,27,0.56,19,49,0.39,10,21,0.48
Larson,187713,12,18,0.67,7,16,0.44,18,54,0.33,34,90,0.38,46,101,0.46
Titus,183821,0,0,0.00,46,84,0.55,13,21,0.62,2,9,0.22,2,8,0.25
Eddy,187757,4,7,0.57,11,16,0.69,10,31,0.32,22,69,0.32,7,14,0.50
Bunch,184710,9,16,0.56,31,52,0.60,16,49,0.33,14,38,0.37,56,108,0.52
Sheppard,191516,0,0,0.00,3,7,0.43,1,2,0.50,0,0,0.00,0,1,0.00
Weatherspoon,189380,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
O`Brien,183193,0,0,0.00,3,5,0.60,0,1,0.00,2,4,0.50,0,2,0.00
Ludwig,185337,4,6,0.67,53,108,0.49,60,114,0.53,75,177,0.42,23,42,0.55
Benson,178760,6,14,0.43,102,194,0.53,21,44,0.48,27,68,0.40,57,123,0.46
Sims,183292,3,4,0.75,177,316,0.56,24,55,0.44,9,31,0.29,6,15,0.40
Duncan,173338,72,87,0.83,37,73,0.51,56,130,0.43,89,246,0.36,201,392,0.51
Latimer,175984,37,52,0.71,6,15,0.40,17,77,0.22,11,29,0.38,116,223,0.52
Adams,179151,25,51,0.49,13,20,0.65,54,139,0.39,51,146,0.35,141,312,0.45
Chapman,182897,1,1,1.00,2,8,0.25,6,10,0.60,8,20,0.40,4,10,0.40
Kovach,187000,6,9,0.67,157,304,0.52,9,27,0.33,8,16,0.50,14,32,0.44
Kemp,174156,0,0,0.00,17,23,0.74,0,1,0.00,0,0,0.00,0,0,0.00
Maxey,185809,8,14,0.57,16,27,0.59,17,50,0.34,11,37,0.30,32,73,0.44
Hilton,189509,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Polk,188436,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Menard,190511,0,0,0.00,9,20,0.45,2,2,1.00,0,1,0.00,0,0,0.00
