Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Campbell,193860,1,2,0.50,1,1,1.00,1,1,1.00,2,3,0.67,0,0,0.00
Rust,182162,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Heredia,175941,23,35,0.66,74,132,0.56,50,106,0.47,68,174,0.39,78,158,0.49
Register,178556,0,3,0.00,139,300,0.46,24,65,0.37,16,40,0.40,8,22,0.36
Hamilton,191801,3,3,1.00,202,411,0.49,11,29,0.38,8,29,0.28,12,17,0.71
Scully,192013,45,56,0.80,39,69,0.57,42,118,0.36,74,256,0.29,16,36,0.44
Rollins,188150,18,21,0.86,12,22,0.55,21,46,0.46,17,101,0.17,20,39,0.51
Francis,183968,12,14,0.86,23,53,0.43,18,39,0.46,34,106,0.32,19,49,0.39
Whitfield,183948,2,2,1.00,127,221,0.57,14,22,0.64,8,27,0.30,9,19,0.47
McLean,182105,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Taylor,195945,1,1,1.00,1,2,0.50,3,9,0.33,4,15,0.27,1,5,0.20
Burks,184309,73,98,0.74,22,31,0.71,45,116,0.39,74,213,0.35,218,442,0.49
Garner,187966,0,0,0.00,0,0,0.00,1,2,0.50,1,3,0.33,0,0,0.00
Fuchs,178876,15,23,0.65,37,64,0.58,37,84,0.44,20,65,0.31,51,101,0.50
McDaniels,179166,5,6,0.83,189,328,0.58,12,27,0.44,2,8,0.25,27,54,0.50
Bradley,180382,25,37,0.68,322,521,0.62,35,100,0.35,35,115,0.30,40,79,0.51
Krieg,185280,57,76,0.75,6,19,0.32,32,90,0.36,25,77,0.32,146,279,0.52
Hodge,176100,100,146,0.68,11,18,0.61,84,224,0.38,49,133,0.37,381,789,0.48
Bledsoe,179267,13,16,0.81,23,45,0.51,28,75,0.37,89,240,0.37,13,18,0.72
Bradley,205746,25,37,0.68,322,521,0.62,35,100,0.35,35,115,0.30,40,79,0.51
Ward,199650,4,7,0.57,61,115,0.53,29,65,0.45,54,121,0.45,11,30,0.37
Feller,195510,1,2,0.50,14,30,0.47,9,18,0.50,13,26,0.50,10,17,0.59
Keck,186592,1,3,0.33,31,65,0.48,9,18,0.50,3,9,0.33,4,6,0.67
Goode,185547,0,0,0.00,3,3,1.00,5,7,0.71,0,6,0.00,1,4,0.25
Armstrong,183620,2,2,1.00,0,2,0.00,0,2,0.00,1,4,0.25,2,3,0.67
Hampton,187021,0,0,0.00,16,30,0.53,2,4,0.50,1,5,0.20,0,5,0.00
Mitchell,184664,0,0,0.00,3,7,0.43,2,2,1.00,0,0,0.00,1,2,0.50
Cowley,198778,28,49,0.57,78,132,0.59,55,119,0.46,127,328,0.39,99,164,0.60
Pollard,178789,4,6,0.67,72,107,0.67,39,70,0.56,73,183,0.40,11,16,0.69
Wendt,186760,6,10,0.60,285,412,0.69,29,54,0.54,26,59,0.44,29,65,0.45
Gilmore,181358,16,18,0.89,35,76,0.46,50,102,0.49,124,293,0.42,18,40,0.45
Schneider,183078,34,52,0.65,12,16,0.75,46,100,0.46,26,79,0.33,114,254,0.45
Guzman,202530,0,0,0.00,19,26,0.73,4,9,0.44,1,2,0.50,0,0,0.00
Albert,189199,4,10,0.40,3,4,0.75,6,15,0.40,6,16,0.38,7,11,0.64
Madison,187426,15,19,0.79,8,11,0.73,13,41,0.32,19,40,0.47,7,20,0.35
Patrick,185857,0,1,0.00,16,25,0.64,5,9,0.56,0,3,0.00,0,3,0.00
Shaver,183708,2,5,0.40,5,9,0.56,5,14,0.36,6,14,0.43,5,7,0.71
Schmidt,196108,0,0,0.00,0,0,0.00,0,0,0.00,2,4,0.50,0,1,0.00
Whitt,174606,17,23,0.74,152,234,0.65,52,114,0.46,94,231,0.41,58,143,0.41
Pavlovi&cacute;,189490,6,7,0.86,274,456,0.60,33,77,0.43,16,62,0.26,16,41,0.39
McDonald,193435,0,0,0.00,11,24,0.46,0,4,0.00,1,2,0.50,1,2,0.50
Hughes,185852,37,53,0.70,56,120,0.47,63,139,0.45,125,324,0.39,77,187,0.41
Young,202218,17,26,0.65,31,54,0.57,31,72,0.43,33,92,0.36,31,66,0.47
Hurley,195706,1,1,1.00,3,3,1.00,2,8,0.25,3,11,0.27,0,2,0.00
Compton,175160,49,68,0.72,20,36,0.56,74,177,0.42,120,313,0.38,227,508,0.45
Mota,202210,9,12,0.75,154,266,0.58,17,37,0.46,19,55,0.35,22,47,0.47
Moffitt,179256,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Drew,184701,0,1,0.00,0,0,0.00,2,2,1.00,1,3,0.33,0,1,0.00
Taylor,187097,5,8,0.62,111,183,0.61,35,83,0.42,43,126,0.34,32,74,0.43
Sell,174371,9,20,0.45,111,174,0.64,50,108,0.46,58,165,0.35,73,148,0.49
Sherrill,186869,0,1,0.00,231,397,0.58,18,43,0.42,9,41,0.22,8,24,0.33
Arrington,180462,24,45,0.53,52,109,0.48,64,148,0.43,71,255,0.28,37,91,0.41
Douglas,177587,97,131,0.74,30,57,0.53,83,203,0.41,71,232,0.31,356,716,0.50
Russo,183071,3,4,0.75,22,40,0.55,16,33,0.48,18,47,0.38,14,28,0.50
Thompson,195009,1,2,0.50,7,11,0.64,1,2,0.50,0,3,0.00,2,3,0.67
McDaniels,189659,10,19,0.53,19,31,0.61,42,91,0.46,45,170,0.26,24,47,0.51
Winkler,188503,2,2,1.00,2,3,0.67,1,4,0.25,3,6,0.50,1,1,1.00
Duncan,187662,0,0,0.00,9,19,0.47,2,2,1.00,1,5,0.20,0,1,0.00
Mills,185822,1,1,1.00,2,2,1.00,1,1,1.00,1,2,0.50,0,0,0.00
Chambers,179709,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Carlson,181696,4,5,0.80,26,49,0.53,22,55,0.40,54,151,0.36,13,27,0.48
Salmon,179676,4,4,1.00,156,277,0.56,23,58,0.40,20,69,0.29,11,21,0.52
Amaro,191342,1,1,1.00,137,246,0.56,7,8,0.88,5,8,0.62,11,19,0.58
Frazier,191956,44,58,0.76,25,52,0.48,40,105,0.38,93,299,0.31,63,145,0.43
Phipps,183841,51,81,0.63,24,47,0.51,68,178,0.38,144,362,0.40,183,453,0.40
Ross,183422,11,13,0.85,25,41,0.61,21,55,0.38,23,112,0.21,14,28,0.50
Hassab,204474,0,1,0.00,47,71,0.66,0,1,0.00,2,3,0.67,1,2,0.50
Diene,203674,0,0,0.00,1,5,0.20,1,2,0.50,1,1,1.00,0,0,0.00
George,193471,3,4,0.75,2,3,0.67,2,8,0.25,9,21,0.43,8,19,0.42
Rubio,184535,29,51,0.57,41,73,0.56,25,69,0.36,16,44,0.36,141,288,0.49
Kuol,194026,0,0,0.00,38,98,0.39,16,39,0.41,16,63,0.25,7,15,0.47
Zaki,197818,1,2,0.50,1,1,1.00,2,5,0.40,4,14,0.29,2,2,1.00
Chase,193320,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Koch,190982,31,44,0.70,32,65,0.49,41,105,0.39,107,317,0.34,23,56,0.41
Sandburg,205834,0,0,0.00,2,6,0.33,0,0,0.00,0,0,0.00,0,0,0.00
Covarrubias,189559,1,1,1.00,26,42,0.62,1,4,0.25,3,11,0.27,0,0,0.00
McCoy,192333,2,2,1.00,1,1,1.00,1,2,0.50,2,10,0.20,0,1,0.00
Edwards,207170,0,1,0.00,0,1,0.00,3,4,0.75,1,7,0.14,3,6,0.50
Stokes,192258,74,102,0.73,236,444,0.53,106,269,0.39,197,524,0.38,236,453,0.52
Bishop,186464,48,62,0.77,11,19,0.58,36,90,0.40,58,173,0.34,80,172,0.47
Ramsey,186038,0,0,0.00,225,365,0.62,16,43,0.37,12,22,0.55,3,9,0.33
Hammond,185836,24,28,0.86,18,25,0.72,30,54,0.56,41,113,0.36,11,29,0.38
Stokes,179737,74,102,0.73,236,444,0.53,106,269,0.39,197,524,0.38,236,453,0.52
Morse,177376,13,14,0.93,158,286,0.55,33,68,0.49,8,30,0.27,45,91,0.49
Givens,181604,3,4,0.75,0,0,0.00,4,6,0.67,3,7,0.43,8,23,0.35
Anti&cacute;,188770,11,15,0.73,26,42,0.62,24,46,0.52,32,87,0.37,28,57,0.49
Benavides,176294,7,12,0.58,125,215,0.58,35,83,0.42,19,46,0.41,14,29,0.48
Cooke,200942,0,0,0.00,47,90,0.52,47,101,0.47,57,165,0.35,6,15,0.40
Haskell,175565,1,2,0.50,218,365,0.60,7,14,0.50,0,0,0.00,6,9,0.67
Sample,187081,29,43,0.67,15,32,0.47,30,71,0.42,128,350,0.37,44,76,0.58
Harris,181750,26,54,0.48,13,20,0.65,55,137,0.40,7,26,0.27,136,278,0.49
Jankowski,188860,4,9,0.44,5,7,0.71,3,13,0.23,4,24,0.17,8,23,0.35
Brooks,188548,3,6,0.50,2,9,0.22,15,39,0.38,10,44,0.23,3,9,0.33
Fenton,180389,1,1,1.00,55,101,0.54,1,4,0.25,0,1,0.00,6,11,0.55
Brewer,179905,10,14,0.71,44,78,0.56,26,66,0.39,47,149,0.32,11,26,0.42
Reinhardt,194318,0,1,0.00,0,3,0.00,1,3,0.33,1,3,0.33,1,3,0.33
Ishikawa,187564,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Giordano,186462,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0.00
Evans,194791,0,0,0.00,6,14,0.43,0,1,0.00,0,0,0.00,0,2,0.00
Keller,193200,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hedrick,175955,11,20,0.55,81,149,0.54,60,119,0.50,79,229,0.34,30,73,0.41
Belyakov,200002,1,1,1.00,85,146,0.58,13,30,0.43,2,15,0.13,1,9,0.11
Fisher,188180,2,2,1.00,140,252,0.56,9,20,0.45,1,7,0.14,8,15,0.53
Rowen,181996,56,66,0.85,39,73,0.53,71,145,0.49,109,310,0.35,35,76,0.46
Lamb,181870,81,119,0.68,26,34,0.76,81,207,0.39,109,292,0.37,266,545,0.49
Everhart,190124,6,9,0.67,31,67,0.46,5,18,0.28,5,19,0.26,12,14,0.86
Contreras,189788,0,1,0.00,82,144,0.57,26,51,0.51,7,21,0.33,4,8,0.50
Moss,186860,41,68,0.60,12,22,0.55,31,74,0.42,30,84,0.36,130,258,0.50
Alexander,177026,3,4,0.75,10,23,0.43,10,22,0.45,10,26,0.38,8,26,0.31
Moore,186121,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Aguilar,194203,1,1,1.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Gruber,192321,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Wood,186653,4,6,0.67,85,174,0.49,60,130,0.46,0,2,0.00,8,20,0.40
Walsh,178904,4,7,0.57,267,464,0.58,19,47,0.40,0,1,0.00,24,56,0.43
Kerr,182370,6,8,0.75,247,462,0.53,5,15,0.33,0,0,0.00,19,30,0.63
Bates,183940,59,83,0.71,33,53,0.62,64,146,0.44,81,234,0.35,150,309,0.49
Pope,179765,79,106,0.75,6,17,0.35,70,156,0.45,47,145,0.32,280,577,0.49
Whitten,194462,76,86,0.88,24,53,0.45,41,109,0.38,98,312,0.31,59,108,0.55
Frazier,193772,1,1,1.00,112,181,0.62,21,43,0.49,7,19,0.37,3,10,0.30
Giordano,191640,10,12,0.83,23,40,0.57,31,84,0.37,71,230,0.31,9,21,0.43
Whitten,190195,76,86,0.88,24,53,0.45,41,109,0.38,98,312,0.31,59,108,0.55
Elliott,188249,0,0,0.00,1,4,0.25,1,2,0.50,2,8,0.25,0,0,0.00
Kirsch,190352,0,0,0.00,14,27,0.52,1,2,0.50,0,0,0.00,2,3,0.67
Graham,192055,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hatfield,189350,4,4,1.00,22,43,0.51,11,30,0.37,12,43,0.28,4,12,0.33
Ferrara,177252,5,6,0.83,171,289,0.59,11,33,0.33,18,47,0.38,23,40,0.57
Evans,178847,4,6,0.67,253,428,0.59,14,24,0.58,9,34,0.26,11,37,0.30
Abbott,175836,58,76,0.76,16,34,0.47,41,116,0.35,61,172,0.35,119,244,0.49
Mejia,191800,36,50,0.72,14,24,0.58,35,85,0.41,27,71,0.38,117,248,0.47
Stephens,174806,0,1,0.00,49,85,0.58,13,20,0.65,5,14,0.36,6,15,0.40
Johnson,193445,12,14,0.86,4,9,0.44,9,20,0.45,13,42,0.31,18,34,0.53
Powell,193416,0,0,0.00,41,68,0.60,5,6,0.83,0,5,0.00,0,5,0.00
Ingram,179887,42,53,0.79,16,32,0.50,65,138,0.47,75,175,0.43,93,226,0.41
Reece,179232,19,21,0.90,68,117,0.58,42,74,0.57,110,282,0.39,48,117,0.41
Slyke,189847,0,0,0.00,0,1,0.00,3,4,0.75,2,5,0.40,5,8,0.62
Penn,181121,3,10,0.30,81,132,0.61,48,109,0.44,70,189,0.37,58,112,0.52
Kova&ccaron;evi&cacute;,190066,6,8,0.75,77,147,0.52,41,96,0.43,60,153,0.39,43,85,0.51
Palmer,183129,1,1,1.00,135,244,0.55,3,5,0.60,8,19,0.42,1,10,0.10
Ferrara,179979,28,32,0.88,26,65,0.40,48,96,0.50,162,463,0.35,18,40,0.45
Winston,183110,16,23,0.70,5,10,0.50,10,28,0.36,23,75,0.31,14,24,0.58
Grun,207978,2,3,0.67,56,95,0.59,5,7,0.71,1,3,0.33,5,10,0.50
Livingstone,190549,5,7,0.71,40,68,0.59,19,47,0.40,41,105,0.39,13,29,0.45
Burk,187265,6,6,1.00,26,39,0.67,9,25,0.36,12,39,0.31,20,37,0.54
Madsen,186229,31,42,0.74,8,13,0.62,24,63,0.38,16,69,0.23,83,168,0.49
Dean,181199,0,1,0.00,0,0,0.00,2,5,0.40,3,11,0.27,2,4,0.50
Hardman,188639,0,0,0.00,2,5,0.40,0,0,0.00,0,0,0.00,0,0,0.00
Wilson,185691,6,9,0.67,3,4,0.75,5,13,0.38,10,27,0.37,7,11,0.64
Howard,191112,0,1,0.00,3,5,0.60,6,12,0.50,4,15,0.27,1,6,0.17
Harley,187037,7,8,0.88,69,144,0.48,58,124,0.47,89,258,0.34,24,46,0.52
McNeal,176582,1,3,0.33,118,204,0.58,9,19,0.47,5,23,0.22,6,15,0.40
Wells,173464,2,2,1.00,247,399,0.62,7,16,0.44,0,1,0.00,14,34,0.41
Mims,183364,4,5,0.80,160,257,0.62,19,38,0.50,19,50,0.38,17,34,0.50
Cooley,180733,99,120,0.82,27,40,0.68,55,148,0.37,61,193,0.32,277,547,0.51
Grant,181527,1,1,1.00,6,19,0.32,7,13,0.54,19,43,0.44,6,10,0.60
Grimm,180749,2,2,1.00,50,88,0.57,9,32,0.28,10,40,0.25,3,7,0.43
Lawrence,188711,1,1,1.00,3,6,0.50,1,2,0.50,0,0,0.00,1,2,0.50
Guthrie,188087,0,0,0.00,2,4,0.50,0,3,0.00,2,6,0.33,1,6,0.17
Capasso,182405,100,149,0.67,36,55,0.65,80,174,0.46,157,386,0.41,255,465,0.55
Starnes,194569,5,8,0.62,3,7,0.43,4,13,0.31,12,27,0.44,1,8,0.12
Wooten,177277,19,26,0.73,6,13,0.46,15,34,0.44,37,104,0.36,7,14,0.50
Coleman,194308,3,5,0.60,2,4,0.50,0,6,0.00,2,13,0.15,2,8,0.25
Nash,182761,2,2,1.00,1,1,1.00,2,3,0.67,0,0,0.00,1,1,1.00
Reid,180208,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Duncan,176167,30,46,0.65,52,94,0.55,73,155,0.47,2,7,0.29,116,237,0.49
Davydov,198066,5,7,0.71,177,310,0.57,31,60,0.52,15,36,0.42,12,30,0.40
Lee,177952,4,4,1.00,193,324,0.60,4,10,0.40,5,16,0.31,10,25,0.40
Kiefer,176268,62,80,0.78,24,41,0.59,86,158,0.54,118,324,0.36,193,411,0.47
Terrell,186952,42,60,0.70,12,28,0.43,60,149,0.40,41,134,0.31,132,282,0.47
Zamora,200894,4,6,0.67,9,14,0.64,10,18,0.56,13,38,0.34,4,13,0.31
Bennett,199970,0,0,0.00,17,30,0.57,0,3,0.00,1,1,1.00,1,1,1.00
Howard,197218,3,6,0.50,3,10,0.30,17,31,0.55,37,104,0.36,4,9,0.44
Herman,184695,9,16,0.56,52,94,0.55,48,112,0.43,97,239,0.41,53,100,0.53
Gilmore,190312,0,0,0.00,255,408,0.62,47,96,0.49,17,47,0.36,10,23,0.43
Gunn,187480,1,1,1.00,196,288,0.68,18,40,0.45,7,21,0.33,2,7,0.29
Jones,189323,32,44,0.73,66,123,0.54,48,110,0.44,47,128,0.37,40,91,0.44
Gilliam,179772,85,104,0.82,29,49,0.59,61,185,0.33,87,277,0.31,211,435,0.49
Boyce,192751,11,12,0.92,33,58,0.57,20,42,0.48,25,96,0.26,6,16,0.38
Shaffer,189736,1,3,0.33,1,8,0.12,7,11,0.64,5,21,0.24,6,7,0.86
Shakur,188919,0,0,0.00,41,66,0.62,7,16,0.44,3,15,0.20,3,3,1.00
Sweeney,188917,19,26,0.73,26,48,0.54,36,82,0.44,60,180,0.33,21,56,0.38
Fontana,184877,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Donahue,195268,5,5,1.00,0,1,0.00,1,2,0.50,2,3,0.67,3,3,1.00
Mills,180168,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Plummer,178533,17,25,0.68,41,89,0.46,40,92,0.43,61,168,0.36,83,176,0.47
Falk,176993,0,0,0.00,167,276,0.61,10,27,0.37,14,44,0.32,4,7,0.57
Warner,185830,1,2,0.50,166,269,0.62,5,10,0.50,0,0,0.00,8,15,0.53
Owen,181477,33,47,0.70,28,52,0.54,51,105,0.49,112,309,0.36,78,157,0.50
Velez,183355,96,155,0.62,20,38,0.53,123,256,0.48,145,398,0.36,394,773,0.51
Lacy,174143,39,42,0.93,17,26,0.65,26,56,0.46,36,94,0.38,58,122,0.48
Yanez,190743,4,4,1.00,18,36,0.50,8,20,0.40,21,81,0.26,6,12,0.50
Schaeffer,190093,6,8,0.75,5,11,0.45,9,23,0.39,19,60,0.32,10,20,0.50
Cooper,190076,0,0,0.00,95,170,0.56,4,5,0.80,10,19,0.53,6,9,0.67
Osborn,178687,0,0,0.00,3,4,0.75,0,1,0.00,1,1,1.00,0,0,0.00
Mears,176804,0,0,0.00,0,0,0.00,1,2,0.50,1,4,0.25,0,2,0.00
Russo,187201,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Gleason,188805,13,15,0.87,26,63,0.41,29,62,0.47,75,202,0.37,31,72,0.43
Rogers,178659,3,7,0.43,178,287,0.62,45,71,0.63,21,49,0.43,23,45,0.51
Olson,175893,5,11,0.45,127,222,0.57,10,32,0.31,7,22,0.32,46,96,0.48
Horne,180544,42,53,0.79,40,54,0.74,41,121,0.34,56,168,0.33,88,181,0.49
Ruth,182643,30,39,0.77,15,26,0.58,50,96,0.52,57,169,0.34,82,190,0.43
Anderson,194733,2,2,1.00,0,0,0.00,2,4,0.50,1,4,0.25,0,2,0.00
Santana,190533,0,0,0.00,2,5,0.40,0,0,0.00,0,0,0.00,0,0,0.00
Banning,190457,7,13,0.54,15,40,0.38,23,51,0.45,20,62,0.32,28,57,0.49
Stephens,187500,25,39,0.64,10,14,0.71,47,124,0.38,37,109,0.34,105,226,0.46
Marini,183488,2,3,0.67,169,284,0.60,9,31,0.29,6,24,0.25,9,27,0.33
Henson,196496,0,0,0.00,3,4,0.75,0,0,0.00,0,0,0.00,0,0,0.00
Waters,184454,0,1,0.00,2,5,0.40,1,2,0.50,4,9,0.44,0,1,0.00
Robinson,190264,1,1,1.00,7,11,0.64,4,6,0.67,0,4,0.00,1,1,1.00
Izzo,185174,0,0,0.00,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00
Krieg,184575,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0.00
McCurry,175270,7,8,0.88,51,91,0.56,35,76,0.46,47,148,0.32,5,13,0.38
Adams,177856,15,18,0.83,219,373,0.59,19,37,0.51,0,0,0.00,52,106,0.49
Strickland,184983,3,7,0.43,328,517,0.63,9,15,0.60,11,31,0.35,22,41,0.54
West,190667,22,31,0.71,16,23,0.70,20,52,0.38,40,115,0.35,49,120,0.41
Stoltzfus,180713,93,128,0.73,17,28,0.61,107,260,0.41,4,14,0.29,301,617,0.49
Kiser,196351,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00
Pedersen,188713,0,1,0.00,34,66,0.52,2,5,0.40,2,8,0.25,3,9,0.33
Sierra,183487,9,9,1.00,62,112,0.55,11,19,0.58,5,18,0.28,16,35,0.46
Neri,181936,4,5,0.80,9,24,0.38,8,20,0.40,16,38,0.42,7,13,0.54
Sowers,175229,39,49,0.80,45,76,0.59,58,137,0.42,114,309,0.37,24,42,0.57
Harmon,184017,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
McGee,190294,0,0,0.00,2,2,1.00,1,1,1.00,1,1,1.00,0,0,0.00
McCaffrey,185123,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Skipper,187855,3,6,0.50,116,189,0.61,27,68,0.40,14,41,0.34,15,31,0.48
Gardner,192733,7,8,0.88,164,300,0.55,25,57,0.44,37,89,0.42,8,26,0.31
Keane,185236,4,7,0.57,30,58,0.52,12,30,0.40,6,22,0.27,13,27,0.48
Dempsey,191131,28,39,0.72,26,61,0.43,38,89,0.43,71,200,0.35,71,136,0.52
Lane,182810,35,43,0.81,22,34,0.65,43,76,0.57,95,253,0.38,60,125,0.48
Pitts,196641,19,24,0.79,14,22,0.64,22,59,0.37,32,109,0.29,26,54,0.48
Pendleton,191973,1,2,0.50,140,244,0.57,5,7,0.71,3,8,0.38,2,4,0.50
Joy,186676,1,1,1.00,76,143,0.53,11,25,0.44,8,14,0.57,1,11,0.09
Harman,184296,28,49,0.57,8,15,0.53,17,50,0.34,42,113,0.37,73,141,0.52
Barlow,182490,34,50,0.68,8,13,0.62,31,80,0.39,44,109,0.40,120,261,0.46
Harrison,196527,0,0,0.00,26,41,0.63,2,5,0.40,0,3,0.00,0,2,0.00
Cleveland,177248,25,39,0.64,106,169,0.63,79,150,0.53,92,258,0.36,80,164,0.49
Stevenson,174381,0,4,0.00,169,311,0.54,25,48,0.52,34,85,0.40,21,42,0.50
Marsh,182605,0,0,0.00,254,424,0.60,3,18,0.17,0,2,0.00,6,12,0.50
Wells,181592,51,60,0.85,43,70,0.61,42,108,0.39,126,373,0.34,28,55,0.51
Lancaster,182410,10,11,0.91,3,6,0.50,14,28,0.50,13,39,0.33,7,30,0.23
Isaksen,174852,1,2,0.50,60,93,0.65,17,33,0.52,37,71,0.52,4,11,0.36
Hand,195896,2,2,1.00,1,1,1.00,2,4,0.50,1,6,0.17,1,5,0.20
Little,192285,0,0,0.00,2,6,0.33,0,3,0.00,2,4,0.50,0,1,0.00
Gillespie,188692,12,13,0.92,16,24,0.67,13,39,0.33,62,140,0.44,5,15,0.33
Cavazos,186645,77,114,0.68,8,17,0.47,53,153,0.35,40,110,0.36,282,569,0.50
Stallings,195736,1,1,1.00,0,1,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Ruiz,183142,0,0,0.00,6,8,0.75,0,0,0.00,0,0,0.00,0,1,0.00
Spence,188357,2,3,0.67,48,99,0.48,41,86,0.48,48,144,0.33,11,21,0.52
Webb,173535,4,7,0.57,196,339,0.58,29,69,0.42,22,59,0.37,14,26,0.54
Napier,183561,0,1,0.00,187,285,0.66,10,18,0.56,5,12,0.42,2,9,0.22
Sandoval,174182,61,81,0.75,28,48,0.58,24,90,0.27,114,308,0.37,44,96,0.46
Lee,182095,79,109,0.72,13,23,0.57,59,137,0.43,64,185,0.35,298,598,0.50
Newman,208858,1,1,1.00,3,8,0.38,1,2,0.50,2,4,0.50,2,2,1.00
Chang,202690,0,1,0.00,16,33,0.48,14,28,0.50,20,64,0.31,1,7,0.14
Small,187727,21,25,0.84,10,18,0.56,13,32,0.41,16,52,0.31,29,55,0.53
Griggs,184771,13,20,0.65,4,12,0.33,13,39,0.33,28,85,0.33,29,62,0.47
Burt,183715,2,5,0.40,150,254,0.59,10,20,0.50,8,24,0.33,9,26,0.35
Norman,181835,0,0,0.00,0,0,0.00,2,3,0.67,5,7,0.71,1,2,0.50
Johnson,181824,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Graham,181221,10,13,0.77,69,124,0.56,23,64,0.36,93,228,0.41,29,67,0.43
Palmer,186857,2,3,0.67,167,298,0.56,9,16,0.56,7,18,0.39,9,31,0.29
Wallace,179413,0,1,0.00,137,229,0.60,5,18,0.28,7,14,0.50,8,18,0.44
Cartwright,181375,34,37,0.92,42,64,0.66,35,84,0.42,118,304,0.39,14,36,0.39
Stearns,182484,78,124,0.63,13,26,0.50,100,259,0.39,3,12,0.25,339,666,0.51
Felix,179184,2,5,0.40,62,135,0.46,6,21,0.29,2,11,0.18,23,45,0.51
Phillips,179033,32,40,0.80,21,34,0.62,31,83,0.37,29,88,0.33,65,141,0.46
Matthews,179767,3,6,0.50,2,6,0.33,2,13,0.15,5,23,0.22,3,6,0.50
Hood,190368,0,0,0.00,24,43,0.56,1,3,0.33,3,4,0.75,0,0,0.00
Childress,182801,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Elliott,183919,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Allen,181142,22,32,0.69,38,98,0.39,36,88,0.41,96,259,0.37,67,141,0.48
Rivera,179827,5,8,0.62,111,203,0.55,26,60,0.43,11,35,0.31,19,44,0.43
Hinson,185936,3,3,1.00,143,237,0.60,17,30,0.57,4,19,0.21,5,8,0.62
Martinez,185007,39,43,0.91,25,50,0.50,34,84,0.40,133,379,0.35,23,51,0.45
Valencia,179104,68,109,0.62,13,27,0.48,56,168,0.33,58,185,0.31,226,503,0.45
Hughes,196236,18,29,0.62,6,16,0.38,15,38,0.39,34,94,0.36,34,77,0.44
Pierce,194006,1,1,1.00,12,30,0.40,2,5,0.40,2,9,0.22,3,3,1.00
Kuntz,187797,0,0,0.00,64,129,0.50,6,15,0.40,4,9,0.44,2,9,0.22
Rocha,187767,22,25,0.88,19,52,0.37,33,71,0.46,50,164,0.30,8,12,0.67
Fanelli,186044,2,4,0.50,43,93,0.46,13,32,0.41,3,16,0.19,8,29,0.28
Hitchcock,182051,3,3,1.00,38,54,0.70,20,54,0.37,35,92,0.38,9,18,0.50
Romano,193244,3,3,1.00,3,6,0.50,6,15,0.40,8,29,0.28,3,4,0.75
Liles,174157,20,29,0.69,76,149,0.51,9,33,0.27,21,55,0.38,73,140,0.52
Guzman,185861,2,2,1.00,57,122,0.47,4,29,0.14,0,0,0.00,7,17,0.41
Pfeifer,175397,4,9,0.44,182,328,0.55,54,110,0.49,25,71,0.35,23,44,0.52
Trout,185899,44,60,0.73,15,26,0.58,37,86,0.43,67,217,0.31,67,150,0.45
Harrison,195879,2,5,0.40,29,62,0.47,43,103,0.42,84,263,0.32,16,36,0.44
McClain,196300,17,21,0.81,10,18,0.56,18,47,0.38,27,75,0.36,8,25,0.32
Wallace,191519,6,8,0.75,4,11,0.36,4,13,0.31,12,32,0.38,4,9,0.44
Byrne,188134,1,2,0.50,139,287,0.48,7,16,0.44,0,1,0.00,7,19,0.37
Landry,179593,1,1,1.00,0,0,0.00,1,1,1.00,1,3,0.33,0,0,0.00
