Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Dunning,200650,2,2,1.00,123,210,0.59,43,106,0.41,30,91,0.33,4,19,0.21
Flowers,188135,9,13,0.69,133,231,0.58,25,53,0.47,15,48,0.31,25,48,0.52
Mace,190741,1,2,0.50,185,337,0.55,18,29,0.62,10,35,0.29,6,13,0.46
Dial,199678,32,40,0.80,58,100,0.58,21,56,0.38,56,179,0.31,38,79,0.48
Newell,199597,44,73,0.60,12,18,0.67,62,134,0.46,55,161,0.34,177,373,0.47
Warren,201591,7,10,0.70,50,90,0.56,22,61,0.36,40,111,0.36,13,28,0.46
Crosby,187894,19,24,0.79,8,12,0.67,17,40,0.42,24,74,0.32,23,56,0.41
Reese,206503,0,0,0.00,9,13,0.69,0,1,0.00,0,0,0.00,1,1,1.00
Orr,202619,8,12,0.67,7,11,0.64,13,32,0.41,12,36,0.33,20,57,0.35
Ulrich,193112,3,6,0.50,42,75,0.56,27,53,0.51,41,112,0.37,12,27,0.44
Schultz,194337,1,2,0.50,1,2,0.50,2,5,0.40,4,14,0.29,2,5,0.40
Massey,206653,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Brown,209036,0,0,0.00,8,15,0.53,0,1,0.00,0,3,0.00,1,1,1.00
Fry,202459,7,8,0.88,29,71,0.41,32,70,0.46,62,174,0.36,10,18,0.56
Downs,190755,2,3,0.67,139,236,0.59,33,59,0.56,11,37,0.30,11,31,0.35
Samuels,193133,1,2,0.50,199,340,0.59,5,12,0.42,7,29,0.24,10,15,0.67
Thompson,193948,34,40,0.85,26,41,0.63,37,70,0.53,115,330,0.35,13,34,0.38
Hilton,190407,72,91,0.79,11,26,0.42,59,137,0.43,133,319,0.42,225,489,0.46
Seifert,192150,1,1,1.00,17,27,0.63,6,12,0.50,2,7,0.29,0,3,0.00
Murray,193229,24,28,0.86,30,48,0.62,24,48,0.50,93,235,0.40,11,18,0.61
Morse,189340,32,37,0.86,1,3,0.33,29,79,0.37,0,0,0.00,104,191,0.54
McCollum,199629,11,14,0.79,19,39,0.49,13,26,0.50,24,56,0.43,28,68,0.41
Daniel,194444,1,1,1.00,92,171,0.54,6,21,0.29,7,16,0.44,4,12,0.33
Taylor,209016,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00,0,1,0.00
Robinson,205165,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
McReynolds,193448,5,10,0.50,68,143,0.48,52,139,0.37,58,176,0.33,43,96,0.45
Righetti,202293,3,4,0.75,70,106,0.66,12,21,0.57,1,9,0.11,9,17,0.53
Long,200613,1,3,0.33,158,270,0.59,3,8,0.38,1,1,1.00,6,13,0.46
Chase,195501,41,45,0.91,42,62,0.68,48,108,0.44,27,57,0.47,76,159,0.48
Zanetti,195914,52,78,0.67,22,38,0.58,89,211,0.42,107,358,0.30,201,468,0.43
Ebert,197735,0,0,0.00,3,3,1.00,0,0,0.00,1,1,1.00,0,0,0.00
Logsdon,192504,44,63,0.70,28,54,0.52,51,127,0.40,56,148,0.38,132,267,0.49
Vallejo,205523,2,5,0.40,3,7,0.43,9,19,0.47,8,19,0.42,6,15,0.40
Hampton,208790,1,1,1.00,76,139,0.55,2,9,0.22,3,4,0.75,3,6,0.50
Stallings,207165,3,6,0.50,2,5,0.40,4,15,0.27,4,9,0.44,6,9,0.67
Pearson,206288,0,0,0.00,0,0,0.00,1,4,0.25,1,2,0.50,0,0,0.00
Forbes,215922,0,0,0.00,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00
Shanks,206736,0,0,0.00,0,0,0.00,1,3,0.33,0,0,0.00,0,0,0.00
Herron,204828,2,2,1.00,47,96,0.49,46,104,0.44,62,190,0.33,13,34,0.38
Bass,194087,1,2,0.50,83,164,0.51,54,126,0.43,49,158,0.31,8,16,0.50
Hubert,203669,0,0,0.00,2,13,0.15,2,3,0.67,0,2,0.00,2,3,0.67
Stallings,202103,3,6,0.50,8,10,0.80,0,18,0.00,12,44,0.27,3,8,0.38
Hyatt,202420,33,46,0.72,17,28,0.61,45,123,0.37,65,227,0.29,111,234,0.47
Banks,197420,4,7,0.57,0,4,0.00,4,16,0.25,10,44,0.23,9,19,0.47
Ventura,201804,2,2,1.00,1,7,0.14,6,16,0.38,9,31,0.29,3,7,0.43
Kaiser,194321,0,0,0.00,4,12,0.33,7,10,0.70,4,9,0.44,1,6,0.17
Hook,200409,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Cline,207052,1,1,1.00,173,373,0.46,6,18,0.33,12,39,0.31,6,15,0.40
Forrest,209520,16,22,0.73,22,40,0.55,24,67,0.36,70,243,0.29,16,40,0.40
Lee,207387,3,6,0.50,55,115,0.48,12,39,0.31,18,69,0.26,10,17,0.59
Parker,201635,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Schofield,208869,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Williams,200553,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Harlow,190392,32,48,0.67,90,150,0.60,77,149,0.52,115,295,0.39,91,172,0.53
Slocum,193651,2,4,0.50,218,415,0.53,11,26,0.42,3,21,0.14,4,11,0.36
Owens,201828,0,1,0.00,119,213,0.56,16,40,0.40,4,29,0.14,5,10,0.50
Jones,196717,43,54,0.80,29,56,0.52,57,144,0.40,82,224,0.37,96,219,0.44
Loomis,203615,17,24,0.71,17,29,0.59,19,65,0.29,46,129,0.36,22,72,0.31
Coles,206044,0,0,0.00,5,16,0.31,0,3,0.00,0,0,0.00,0,0,0.00
Dunn,197571,2,5,0.40,4,6,0.67,2,7,0.29,3,11,0.27,9,16,0.56
Boucher,207423,0,1,0.00,53,121,0.44,4,11,0.36,1,7,0.14,3,13,0.23
Strong,207485,11,12,0.92,27,53,0.51,17,43,0.40,36,131,0.27,5,21,0.24
High,198094,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Parker,198895,0,0,0.00,1,1,1.00,0,0,0.00,1,3,0.33,0,0,0.00
Odom,193405,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Glenn,198215,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Spangler,208571,0,0,0.00,0,0,0.00,1,2,0.50,1,5,0.20,2,3,0.67
Ochoa,207463,0,0,0.00,5,11,0.45,1,5,0.20,0,2,0.00,0,2,0.00
Spicer,206381,1,1,1.00,0,0,0.00,0,3,0.00,3,5,0.60,0,1,0.00
Ivey,193367,47,58,0.81,54,115,0.47,70,131,0.53,54,182,0.30,116,228,0.51
Rowland,205421,13,19,0.68,97,205,0.47,28,75,0.37,59,165,0.36,33,63,0.52
Shull,205131,2,3,0.67,234,405,0.58,2,4,0.50,0,1,0.00,10,17,0.59
Gunderson,207702,16,19,0.84,18,36,0.50,19,66,0.29,39,150,0.26,34,74,0.46
Pruitt,194915,75,99,0.76,21,36,0.58,53,116,0.46,64,201,0.32,231,441,0.52
Sheridan,196939,0,0,0.00,2,2,1.00,0,0,0.00,0,4,0.00,0,0,0.00
Crook,203942,3,4,0.75,135,250,0.54,20,40,0.50,4,10,0.40,14,27,0.52
Chapman,204436,13,21,0.62,12,33,0.36,24,78,0.31,35,116,0.30,33,85,0.39
Bartolini,203739,18,23,0.78,14,20,0.70,13,45,0.29,20,83,0.24,17,40,0.42
Hall,204214,1,1,1.00,2,2,1.00,1,7,0.14,3,10,0.30,3,5,0.60
Petry,199673,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bellomo,199895,0,0,0.00,48,97,0.49,1,8,0.12,0,0,0.00,1,2,0.50
Kirchner,198150,0,0,0.00,10,22,0.45,0,2,0.00,3,10,0.30,0,1,0.00
Barclay,209340,0,0,0.00,6,10,0.60,1,3,0.33,0,0,0.00,1,2,0.50
Foley,207224,0,0,0.00,3,5,0.60,0,0,0.00,0,0,0.00,0,0,0.00
Bongiorno,196903,7,10,0.70,46,95,0.48,56,109,0.51,114,311,0.37,17,35,0.49
Conner,189489,0,1,0.00,167,246,0.68,8,23,0.35,0,1,0.00,3,4,0.75
Moore,190085,0,0,0.00,193,320,0.60,3,5,0.60,0,0,0.00,1,6,0.17
Lindsey,195816,45,59,0.76,29,43,0.67,41,89,0.46,120,312,0.38,96,173,0.55
Cooke,194343,41,55,0.75,12,17,0.71,42,106,0.40,34,92,0.37,154,324,0.48
Shakur,198456,16,24,0.67,10,15,0.67,13,42,0.31,36,108,0.33,50,83,0.60
Goss,187651,2,4,0.50,63,105,0.60,5,13,0.38,1,1,1.00,14,27,0.52
Thompson,203946,5,5,1.00,10,25,0.40,19,44,0.43,41,108,0.38,1,3,0.33
Shore,199302,0,1,0.00,105,148,0.71,2,5,0.40,0,0,0.00,2,5,0.40
McGuire,208864,0,0,0.00,4,13,0.31,2,8,0.25,3,9,0.33,1,3,0.33
Saldana,204641,3,3,1.00,3,5,0.60,3,14,0.21,10,27,0.37,5,17,0.29
Crouch,205229,5,11,0.45,5,8,0.62,9,27,0.33,10,37,0.27,19,38,0.50
Leggett,200625,1,2,0.50,1,2,0.50,1,2,0.50,2,4,0.50,2,7,0.29
Wood,204897,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hansen,196737,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Torrez,209058,23,32,0.72,56,153,0.37,123,258,0.48,4,7,0.57,79,160,0.49
Rojas,213074,5,8,0.62,102,185,0.55,17,40,0.42,3,19,0.16,14,37,0.38
Wood,195175,11,17,0.65,320,522,0.61,9,22,0.41,0,0,0.00,43,86,0.50
Curtis,199227,31,53,0.58,21,43,0.49,35,89,0.39,64,188,0.34,55,116,0.47
Tucker,199243,43,71,0.61,18,24,0.75,47,142,0.33,43,101,0.43,183,413,0.44
Cassidy,197391,1,1,1.00,24,51,0.47,8,24,0.33,16,37,0.43,7,9,0.78
Hall,205826,2,5,0.40,21,35,0.60,11,22,0.50,7,18,0.39,6,14,0.43
Runyon,196813,18,22,0.82,10,12,0.83,8,24,0.33,35,90,0.39,18,31,0.58
Bravo,206170,0,0,0.00,11,21,0.52,9,17,0.53,17,40,0.42,5,10,0.50
Gough,210962,0,0,0.00,1,1,1.00,0,0,0.00,0,2,0.00,0,1,0.00
Smiley,198735,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Carvalho,210890,1,2,0.50,0,0,0.00,1,2,0.50,1,7,0.14,2,3,0.67
Payne,204486,2,4,0.50,55,97,0.57,34,87,0.39,63,183,0.34,5,14,0.36
Best,191874,3,5,0.60,161,287,0.56,11,22,0.50,8,25,0.32,19,49,0.39
Vargas,191291,2,3,0.67,225,340,0.66,15,37,0.41,9,26,0.35,20,44,0.45
West,192831,36,54,0.67,13,23,0.57,36,91,0.40,57,169,0.34,95,200,0.47
Bolton,194336,70,106,0.66,20,31,0.65,59,171,0.35,68,182,0.37,306,623,0.49
Martell,200237,7,12,0.58,8,12,0.67,11,33,0.33,10,35,0.29,11,24,0.46
Carroll,195576,4,7,0.57,86,135,0.64,6,15,0.40,8,24,0.33,18,38,0.47
Lockhart,197988,0,0,0.00,36,68,0.53,11,21,0.52,6,19,0.32,2,3,0.67
Abercrombie,197155,25,32,0.78,25,39,0.64,31,94,0.33,33,94,0.35,62,154,0.40
Daniel,202532,1,1,1.00,1,3,0.33,0,0,0.00,2,3,0.67,0,0,0.00
Weiss,202839,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Colbert,206990,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Morris,221890,1,2,0.50,24,40,0.60,3,4,0.75,3,7,0.43,5,6,0.83
Jeffers,205696,0,0,0.00,7,16,0.44,1,8,0.12,3,9,0.33,1,4,0.25
Zhao,223262,0,0,0.00,10,19,0.53,11,22,0.50,5,17,0.29,0,5,0.00
Graham,208369,1,1,1.00,5,11,0.45,5,12,0.42,5,21,0.24,4,4,1.00
Hein,203096,1,1,1.00,0,1,0.00,3,10,0.30,4,11,0.36,1,6,0.17
Hayashi,206295,1,1,1.00,0,0,0.00,1,1,1.00,0,2,0.00,0,0,0.00
Alexander,202741,2,3,0.67,23,47,0.49,14,46,0.30,41,89,0.46,8,25,0.32
Lipscomb,196853,0,0,0.00,0,2,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Lombardi,198561,0,1,0.00,1,4,0.25,6,7,0.86,3,17,0.18,2,3,0.67
Elder,191394,3,6,0.50,32,69,0.46,31,62,0.50,40,123,0.33,22,65,0.34
Hoffmann,211170,1,2,0.50,132,215,0.61,27,55,0.49,14,42,0.33,9,21,0.43
Walter,196379,1,4,0.25,83,168,0.49,20,40,0.50,9,16,0.56,14,35,0.40
Arndt,200732,17,20,0.85,21,38,0.55,27,71,0.38,34,122,0.28,25,56,0.45
Waters,190067,21,33,0.64,12,24,0.50,33,96,0.34,45,130,0.35,93,173,0.54
Bush,197304,2,4,0.50,11,30,0.37,6,24,0.25,12,40,0.30,12,22,0.55
Cook,188964,12,16,0.75,8,21,0.38,14,34,0.41,22,81,0.27,23,47,0.49
Collins,189414,2,2,1.00,75,140,0.54,36,84,0.43,99,225,0.44,6,21,0.29
Tuck,194487,1,3,0.33,188,315,0.60,7,35,0.20,14,32,0.44,15,34,0.44
Rock,190976,0,1,0.00,218,344,0.63,18,41,0.44,4,15,0.27,5,14,0.36
Buckner,198987,50,66,0.76,41,75,0.55,72,161,0.45,102,278,0.37,121,260,0.47
Bull,196465,95,135,0.70,15,21,0.71,66,179,0.37,57,130,0.44,304,605,0.50
Hurst,198182,19,23,0.83,24,32,0.75,13,37,0.35,13,57,0.23,25,40,0.62
Harmon,195521,1,1,1.00,95,183,0.52,5,14,0.36,1,8,0.12,5,9,0.56
Haugen,199536,4,6,0.67,25,32,0.78,12,30,0.40,21,62,0.34,10,16,0.62
Mayo,209143,2,2,1.00,2,3,0.67,0,2,0.00,3,13,0.23,1,2,0.50
Beaumont,203991,0,0,0.00,2,3,0.67,0,0,0.00,0,2,0.00,1,1,1.00
Slater,206502,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Holmes,201368,5,7,0.71,54,90,0.60,42,98,0.43,85,219,0.39,8,14,0.57
Hairston,192555,10,22,0.45,122,239,0.51,29,57,0.51,20,64,0.31,61,121,0.50
Echols,202337,0,3,0.00,135,273,0.49,14,30,0.47,4,14,0.29,9,16,0.56
Gill,192987,39,56,0.70,35,63,0.56,50,127,0.39,65,195,0.33,41,91,0.45
Walker,192438,74,108,0.69,11,21,0.52,62,152,0.41,56,142,0.39,224,461,0.49
Clinton,200016,5,7,0.71,31,74,0.42,34,71,0.48,25,73,0.34,7,17,0.41
Dickey,205441,6,7,0.86,77,158,0.49,12,23,0.52,14,40,0.35,6,18,0.33
Wilcox,199932,15,18,0.83,9,14,0.64,13,49,0.27,6,20,0.30,35,84,0.42
Allen,200194,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Ward,195683,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Wright,192211,14,19,0.74,48,96,0.50,37,75,0.49,59,167,0.35,37,65,0.57
Petty,192188,4,10,0.40,156,279,0.56,39,62,0.63,20,65,0.31,23,38,0.61
Eads,191479,5,6,0.83,206,338,0.61,13,31,0.42,10,28,0.36,10,22,0.45
Shelton,193894,34,42,0.81,24,36,0.67,40,90,0.44,87,231,0.38,31,78,0.40
Loera,199681,61,81,0.75,18,28,0.64,54,103,0.52,129,329,0.39,95,179,0.53
Ghidini,201944,2,4,0.50,55,107,0.51,11,23,0.48,6,14,0.43,5,15,0.33
Clarke,209197,42,47,0.89,10,17,0.59,17,64,0.27,21,69,0.30,65,162,0.40
Roberts,208060,0,3,0.00,1,3,0.33,4,8,0.50,2,12,0.17,5,9,0.56
Gomez,199200,0,1,0.00,13,24,0.54,13,23,0.57,19,66,0.29,3,8,0.38
Thomas,203039,0,0,0.00,86,142,0.61,5,16,0.31,3,8,0.38,2,6,0.33
Barnes,193208,9,18,0.50,123,214,0.57,39,82,0.48,40,124,0.32,43,83,0.52
Zimmerman,198712,5,5,1.00,51,116,0.44,54,117,0.46,59,172,0.34,11,22,0.50
Petty,200992,4,4,1.00,207,343,0.60,5,11,0.45,1,3,0.33,9,16,0.56
Bush,191768,28,41,0.68,45,75,0.60,43,95,0.45,45,125,0.36,107,225,0.48
Heath,192951,31,42,0.74,14,26,0.54,39,106,0.37,44,134,0.33,75,171,0.44
Berg,199257,0,0,0.00,17,23,0.74,2,5,0.40,0,1,0.00,2,7,0.29
White,207045,6,8,0.75,16,30,0.53,6,27,0.22,21,73,0.29,17,35,0.49
Woodward,202406,39,56,0.70,10,15,0.67,24,71,0.34,23,59,0.39,64,132,0.48
Howell,199622,0,0,0.00,3,3,1.00,0,0,0.00,0,1,0.00,0,1,0.00
Waggoner,199284,1,1,1.00,7,17,0.41,2,2,1.00,3,6,0.50,2,2,1.00
Edwards,190697,0,0,0.00,1,3,0.33,0,2,0.00,1,3,0.33,0,0,0.00
Kirkpatrick,198401,4,6,0.67,3,10,0.30,5,19,0.26,0,0,0.00,1,7,0.14
Mejia,208521,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
McMillan,194573,20,31,0.65,30,56,0.54,56,124,0.45,58,192,0.30,75,158,0.47
Davidson,193065,2,6,0.33,77,169,0.46,36,97,0.37,22,61,0.36,31,75,0.41
Barnes,194757,0,0,0.00,82,148,0.55,8,21,0.38,2,11,0.18,1,7,0.14
Harrison,197961,29,37,0.78,88,176,0.50,42,109,0.39,45,161,0.28,37,83,0.45
Danielson,189574,31,46,0.67,17,34,0.50,49,126,0.39,40,119,0.34,120,236,0.51
Edwards,203693,18,27,0.67,11,17,0.65,20,65,0.31,25,81,0.31,34,68,0.50
Phillips,212042,23,31,0.74,12,21,0.57,14,32,0.44,15,44,0.34,31,74,0.42
Keita,223254,0,0,0.00,4,7,0.57,3,7,0.43,1,13,0.08,2,3,0.67
Carpenter,222618,0,0,0.00,5,11,0.45,1,6,0.17,1,3,0.33,1,3,0.33
Howell,189953,21,34,0.62,68,128,0.53,45,100,0.45,73,218,0.33,66,156,0.42
David,207986,2,3,0.67,173,310,0.56,6,17,0.35,1,3,0.33,6,12,0.50
Barnes,210246,10,13,0.77,200,366,0.55,4,9,0.44,5,15,0.33,49,89,0.55
Reeves,212690,46,57,0.81,29,64,0.45,60,158,0.38,60,178,0.34,67,149,0.45
Gutierrez,206786,67,97,0.69,28,45,0.62,51,133,0.38,88,279,0.32,194,419,0.46
Chu,197332,2,3,0.67,3,7,0.43,4,10,0.40,2,14,0.14,4,4,1.00
Feller,207516,1,3,0.33,30,59,0.51,10,38,0.26,25,84,0.30,6,14,0.43
Ross,216250,0,0,0.00,32,57,0.56,11,21,0.52,6,10,0.60,1,4,0.25
Dooley,192622,5,10,0.50,13,26,0.50,10,21,0.48,21,61,0.34,13,28,0.46
Shaffer,196981,1,1,1.00,0,0,0.00,1,2,0.50,0,0,0.00,6,8,0.75
Campbell,204986,3,6,0.50,3,4,0.75,3,9,0.33,8,24,0.33,7,20,0.35
Lowe,209922,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Crain,199062,11,26,0.42,54,102,0.53,34,81,0.42,101,265,0.38,53,115,0.46
Hartfield,191416,4,8,0.50,104,188,0.55,47,111,0.42,82,228,0.36,20,52,0.38
Donaldson,195663,1,1,1.00,181,307,0.59,9,32,0.28,3,15,0.20,4,11,0.36
Burton,200971,45,72,0.62,8,14,0.57,57,131,0.44,37,112,0.33,152,297,0.51
Beals,204271,17,23,0.74,15,25,0.60,17,52,0.33,48,144,0.33,31,79,0.39
Wheeler,214906,0,0,0.00,44,71,0.62,5,14,0.36,3,6,0.50,2,4,0.50
Elliott,204978,6,7,0.86,13,20,0.65,6,18,0.33,12,31,0.39,6,11,0.55
Tyree,206453,4,5,0.80,1,3,0.33,3,7,0.43,6,22,0.27,1,2,0.50
Meza,198957,0,0,0.00,137,220,0.62,10,26,0.38,0,4,0.00,0,3,0.00
Ferry,192785,25,35,0.71,8,11,0.73,19,54,0.35,20,57,0.35,52,122,0.43
Nielson,207671,0,0,0.00,2,3,0.67,4,6,0.67,6,12,0.50,2,6,0.33
Tanner,201269,0,0,0.00,20,40,0.50,2,3,0.67,1,4,0.25,1,2,0.50
Palmer,193469,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Stevens,192502,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Spears,197368,17,25,0.68,52,100,0.52,35,73,0.48,53,153,0.35,68,153,0.44
Bennent,187685,6,12,0.50,186,351,0.53,10,26,0.38,3,15,0.20,32,70,0.46
Rowe,198777,4,4,1.00,193,347,0.56,14,35,0.40,5,16,0.31,21,34,0.62
Parrott,201231,27,40,0.68,27,48,0.56,30,72,0.42,145,358,0.41,15,27,0.56
Betts,193896,58,98,0.59,20,30,0.67,106,213,0.50,91,247,0.37,243,504,0.48
Reis,194913,2,2,1.00,2,6,0.33,0,1,0.00,3,13,0.23,3,3,1.00
Nash,197723,4,7,0.57,7,16,0.44,13,34,0.38,40,114,0.35,13,36,0.36
Vaccaro,208392,1,1,1.00,18,34,0.53,17,42,0.40,25,73,0.34,2,4,0.50
Kiefer,192224,0,0,0.00,2,6,0.33,1,1,1.00,0,0,0.00,0,0,0.00
Urban,195747,6,8,0.75,18,40,0.45,6,10,0.60,8,34,0.24,12,31,0.39
Hancock,205653,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Layeni,219302,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,1,1,1.00
Gallo,206417,2,2,1.00,44,83,0.53,1,2,0.50,0,3,0.00,3,3,1.00
Turk,213706,10,14,0.71,18,38,0.47,19,50,0.38,28,104,0.27,8,17,0.47
Parr,212114,1,2,0.50,155,290,0.53,17,35,0.49,0,0,0.00,8,13,0.62
Ireland,214842,2,3,0.67,137,263,0.52,12,27,0.44,0,0,0.00,3,14,0.21
McFadden,192736,3,6,0.50,41,84,0.49,39,93,0.42,39,157,0.25,15,44,0.34
Monahan,201267,0,0,0.00,67,119,0.56,22,48,0.46,24,78,0.31,5,15,0.33
Shultz,203742,5,7,0.71,235,421,0.56,6,19,0.32,12,33,0.36,13,27,0.48
McBride,194889,21,32,0.66,37,74,0.50,50,119,0.42,82,246,0.33,58,127,0.46
Whatley,198283,22,29,0.76,15,24,0.62,43,95,0.45,74,220,0.34,73,153,0.48
Stevens,209842,8,12,0.67,3,7,0.43,15,30,0.50,34,95,0.36,26,54,0.48
Black,198588,5,7,0.71,74,128,0.58,16,43,0.37,5,22,0.23,18,36,0.50
Ricks,197566,0,0,0.00,14,30,0.47,5,9,0.56,2,2,1.00,1,1,1.00
Chapman,206497,3,5,0.60,30,48,0.62,15,41,0.37,44,120,0.37,4,15,0.27
Bass,197646,0,0,0.00,1,1,1.00,1,3,0.33,1,6,0.17,0,0,0.00
Ferrari,210122,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Smith,200729,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,2,2,1.00
Peck,197630,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Rutherford,208748,0,0,0.00,1,2,0.50,1,3,0.33,1,5,0.20,0,1,0.00
Lomax,204621,1,1,1.00,104,175,0.59,13,31,0.42,7,24,0.29,3,11,0.27
Newman,202477,0,0,0.00,138,214,0.64,1,10,0.10,0,1,0.00,2,5,0.40
Cisneros,219610,0,0,0.00,0,0,0.00,4,7,0.57,5,9,0.56,0,1,0.00
Ming,222786,0,1,0.00,0,0,0.00,1,1,1.00,1,3,0.33,0,2,0.00
Jones,196178,6,10,0.60,56,92,0.61,8,16,0.50,14,41,0.34,8,11,0.73
McFadden,193816,50,71,0.70,23,33,0.70,44,90,0.49,56,174,0.32,117,244,0.48
Jones,213210,6,10,0.60,56,92,0.61,8,16,0.50,14,41,0.34,8,11,0.73
Sibley,187758,2,2,1.00,104,182,0.57,19,48,0.40,46,108,0.43,5,13,0.38
Holliday,196100,24,35,0.69,23,38,0.61,39,89,0.44,98,234,0.42,85,172,0.49
Evans,188077,3,4,0.75,278,428,0.65,7,21,0.33,0,0,0.00,9,16,0.56
Carroll,189718,41,53,0.77,7,12,0.58,53,101,0.52,47,118,0.40,97,197,0.49
Burk,191331,8,10,0.80,16,29,0.55,25,75,0.33,41,122,0.34,20,33,0.61
Tafoya,198471,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hughes,194271,6,7,0.86,30,77,0.39,27,71,0.38,68,207,0.33,12,22,0.55
Green,209806,14,25,0.56,112,208,0.54,19,59,0.32,9,27,0.33,86,177,0.49
Lang,196144,2,3,0.67,215,392,0.55,6,17,0.35,12,28,0.43,18,43,0.42
Ferri,200072,34,58,0.59,10,26,0.38,40,117,0.34,16,51,0.31,88,178,0.49
Beauchamp,194960,30,39,0.77,21,49,0.43,66,186,0.35,132,377,0.35,89,207,0.43
Noble,219014,0,0,0.00,20,40,0.50,1,6,0.17,4,11,0.36,0,5,0.00
Melton,193838,13,21,0.62,5,9,0.56,11,32,0.34,25,80,0.31,14,34,0.41
Webb,206765,1,1,1.00,46,80,0.57,4,18,0.22,3,5,0.60,5,9,0.56
Hofman,198053,0,0,0.00,0,0,0.00,2,3,0.67,1,4,0.25,2,4,0.50
Lucas,204632,0,0,0.00,0,4,0.00,0,5,0.00,0,1,0.00,0,1,0.00
Gardner,195273,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Martin,215562,2,3,0.67,3,10,0.30,2,5,0.40,7,22,0.32,1,5,0.20
Mackey,200147,23,35,0.66,64,113,0.57,68,165,0.41,81,235,0.34,86,199,0.43
Napier,194984,4,8,0.50,65,122,0.53,7,22,0.32,4,12,0.33,21,43,0.49
Yagami,203977,0,0,0.00,99,151,0.66,4,7,0.57,0,3,0.00,1,8,0.12
Babb,212146,42,56,0.75,24,51,0.47,88,188,0.47,52,180,0.29,100,236,0.42
Byrd,194935,33,50,0.66,15,29,0.52,75,217,0.35,7,26,0.27,92,235,0.39
Mattingly,198707,9,10,0.90,24,42,0.57,36,92,0.39,2,6,0.33,9,20,0.45
Johnson,192448,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,1,0.00
Baum,198725,2,2,1.00,21,49,0.43,14,39,0.36,21,83,0.25,8,20,0.40
Brooks,205231,0,0,0.00,41,95,0.43,3,6,0.50,1,7,0.14,1,4,0.25
Fry,204173,1,3,0.33,3,6,0.50,4,11,0.36,4,7,0.57,6,6,1.00
Lucia,217586,0,1,0.00,2,5,0.40,1,3,0.33,3,13,0.23,1,5,0.20
George,206057,0,0,0.00,2,3,0.67,0,1,0.00,0,1,0.00,0,0,0.00
Ferluga,192975,29,40,0.72,45,85,0.53,72,177,0.41,2,16,0.12,54,99,0.55
Dalton,208608,2,5,0.40,54,91,0.59,13,23,0.57,4,9,0.44,12,22,0.55
Lawrence,193604,10,14,0.71,228,392,0.58,6,19,0.32,1,3,0.33,54,118,0.46
Wise,197385,10,13,0.77,12,23,0.52,30,73,0.41,35,97,0.36,19,50,0.38
Kohn,192661,19,33,0.58,33,67,0.49,68,151,0.45,135,444,0.30,36,87,0.41
Lewis,204571,15,20,0.75,24,45,0.53,11,33,0.33,15,64,0.23,26,49,0.53
