Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Craft,199070,19,27,0.70,18,39,0.46,17,45,0.38,56,169,0.33,13,30,0.43
McMillian,196910,1,1,1.00,4,9,0.44,2,2,1.00,0,2,0.00,2,3,0.67
Martino,188876,0,0,0.00,1,1,1.00,0,0,0.00,1,2,0.50,0,0,0.00
Watson,207129,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00
Wade,204609,0,0,0.00,0,1,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Lemon,205442,9,9,1.00,61,97,0.63,29,70,0.41,70,205,0.34,9,21,0.43
Peters,192719,9,13,0.69,163,302,0.54,35,85,0.41,55,136,0.40,33,63,0.52
Barker,190935,1,3,0.33,200,320,0.62,16,32,0.50,1,11,0.09,9,22,0.41
Gibbs,199934,66,84,0.79,30,51,0.59,35,80,0.44,66,165,0.40,112,209,0.54
Root,196457,67,79,0.85,10,23,0.43,43,106,0.41,108,288,0.38,116,252,0.46
Reno,192168,0,2,0.00,73,125,0.58,9,19,0.47,0,5,0.00,9,26,0.35
Light,196731,0,0,0.00,8,14,0.57,8,10,0.80,2,8,0.25,0,0,0.00
Kline,199080,18,24,0.75,30,55,0.55,20,54,0.37,44,123,0.36,34,72,0.47
Ward,206139,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Coppola,204316,13,15,0.87,4,13,0.31,18,35,0.51,17,59,0.29,16,36,0.44
Trimble,203473,5,6,0.83,1,1,1.00,4,11,0.36,3,11,0.27,13,20,0.65
Harrell,202209,0,0,0.00,7,12,0.58,1,2,0.50,0,0,0.00,2,2,1.00
Holmes,206212,0,0,0.00,1,1,1.00,2,3,0.67,3,6,0.50,0,0,0.00
Reardon,191087,15,25,0.60,56,114,0.49,65,166,0.39,64,204,0.31,79,162,0.49
Narvaez,194105,3,5,0.60,108,200,0.54,3,9,0.33,3,3,1.00,14,27,0.52
Hornsby,198197,9,13,0.69,161,311,0.52,10,26,0.38,10,21,0.48,31,59,0.53
Chandler,197579,55,73,0.75,48,107,0.45,75,195,0.38,0,8,0.00,121,247,0.49
Kaufman,190933,27,41,0.66,30,48,0.62,41,108,0.38,77,206,0.37,93,220,0.42
Hall,206252,0,0,0.00,0,6,0.00,3,5,0.60,0,6,0.00,1,1,1.00
O`Callaghan,220458,0,0,0.00,6,8,0.75,0,0,0.00,0,0,0.00,2,7,0.29
Hawley,201896,2,4,0.50,30,66,0.45,37,69,0.54,47,121,0.39,4,13,0.31
Goodman,206206,11,18,0.61,8,13,0.62,10,34,0.29,15,29,0.52,10,23,0.43
D`Ignoto,207572,1,1,1.00,8,13,0.62,3,8,0.38,10,29,0.34,2,6,0.33
Rush,209258,0,0,0.00,6,8,0.75,4,9,0.44,4,14,0.29,1,3,0.33
Fowler,196368,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
McCaffrey,189099,3,8,0.38,56,134,0.42,56,151,0.37,84,277,0.30,20,39,0.51
Baker,210038,9,17,0.53,154,339,0.45,42,90,0.47,26,62,0.42,43,103,0.42
Benson,193228,1,6,0.17,101,184,0.55,14,34,0.41,14,34,0.41,21,42,0.50
Bourne,205258,25,33,0.76,20,36,0.56,22,51,0.43,81,235,0.34,16,29,0.55
Turner,190140,24,32,0.75,17,37,0.46,19,56,0.34,39,138,0.28,31,71,0.44
Farley,210168,0,1,0.00,27,46,0.59,1,7,0.14,3,8,0.38,7,10,0.70
Welch,189374,0,0,0.00,0,1,0.00,1,5,0.20,0,1,0.00,2,4,0.50
Siegl,204419,2,2,1.00,3,3,1.00,0,2,0.00,5,13,0.38,2,4,0.50
Coppola,209860,13,17,0.76,9,22,0.41,18,45,0.40,20,61,0.33,17,40,0.42
Henderson,209166,5,5,1.00,5,11,0.45,2,5,0.40,1,8,0.12,3,6,0.50
Dalton,220322,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Covington,209769,0,0,0.00,3,3,1.00,1,1,1.00,2,3,0.67,0,0,0.00
Griffin,202008,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,0,0,0.00
Stein,202116,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Steele,199013,1,3,0.33,41,84,0.49,11,24,0.46,7,16,0.44,15,38,0.39
Burch,187614,5,10,0.50,125,217,0.58,69,134,0.51,100,233,0.43,40,70,0.57
Benton,200048,9,14,0.64,154,280,0.55,16,30,0.53,7,31,0.23,31,52,0.60
Coulibaly,207322,22,28,0.79,29,54,0.54,39,81,0.48,46,140,0.33,50,102,0.49
Fields,189177,47,74,0.64,32,46,0.70,76,154,0.49,120,325,0.37,240,536,0.45
Okoye,201922,4,6,0.67,9,17,0.53,21,40,0.53,33,91,0.36,10,20,0.50
Friedman,209244,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
James,198315,1,1,1.00,6,18,0.33,8,18,0.44,13,34,0.38,1,5,0.20
Wal,214406,3,4,0.75,44,80,0.55,20,48,0.42,23,58,0.40,9,15,0.60
Mercado,198372,16,26,0.62,10,21,0.48,32,62,0.52,71,179,0.40,30,58,0.52
Russell,206136,0,0,0.00,2,2,1.00,1,2,0.50,0,2,0.00,0,1,0.00
Kirk,206196,0,0,0.00,1,2,0.50,1,1,1.00,1,3,0.33,0,0,0.00
Reid,192420,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Flanagan,194732,0,0,0.00,2,2,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Pratt,194798,15,25,0.60,61,110,0.55,31,63,0.49,42,132,0.32,56,114,0.49
Staggs,196275,2,3,0.67,231,387,0.60,17,41,0.41,0,1,0.00,13,43,0.30
High,188557,1,1,1.00,171,305,0.56,3,6,0.50,0,2,0.00,8,13,0.62
Brady,200713,45,53,0.85,16,32,0.50,59,132,0.45,144,338,0.43,70,149,0.47
Cunningham,188244,66,104,0.63,16,29,0.55,49,148,0.33,48,136,0.35,329,639,0.51
Peters,197367,10,14,0.71,16,27,0.59,24,54,0.44,41,126,0.33,12,28,0.43
Ewing,188480,4,11,0.36,70,139,0.50,15,27,0.56,18,38,0.47,21,40,0.53
Horn,197545,14,21,0.67,17,30,0.57,21,44,0.48,22,59,0.37,34,69,0.49
Hamby,194907,12,14,0.86,41,92,0.45,64,119,0.54,112,301,0.37,15,25,0.60
Brumfiled,200983,2,2,1.00,64,94,0.68,1,3,0.33,0,2,0.00,2,5,0.40
Carrier,197232,4,6,0.67,203,365,0.56,18,33,0.55,5,15,0.33,9,25,0.36
Dockery,193432,17,25,0.68,21,40,0.53,38,96,0.40,84,237,0.35,14,42,0.33
Scott,194553,95,148,0.64,15,33,0.45,114,251,0.45,3,16,0.19,416,795,0.52
Rudd,193424,2,6,0.33,109,198,0.55,28,53,0.53,8,29,0.28,15,40,0.38
Katz,196774,1,2,0.50,18,28,0.64,8,24,0.33,14,35,0.40,8,20,0.40
Register,205388,25,30,0.83,11,21,0.52,20,48,0.42,55,155,0.35,16,33,0.48
Littlefield,197974,2,2,1.00,1,3,0.33,0,3,0.00,3,7,0.43,0,2,0.00
Mukendi,203274,0,0,0.00,2,3,0.67,2,3,0.67,1,3,0.33,2,3,0.67
Mills,196715,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Lively,196588,3,4,0.75,5,5,1.00,2,9,0.22,0,1,0.00,5,7,0.71
Goodwin,192281,75,108,0.69,40,71,0.56,74,167,0.44,81,267,0.30,179,353,0.51
Woodruff,194100,0,1,0.00,147,298,0.49,9,21,0.43,0,3,0.00,7,13,0.54
Foster,208552,0,0,0.00,7,16,0.44,3,5,0.60,1,2,0.50,1,1,1.00
Sung,205616,7,11,0.64,64,146,0.44,58,160,0.36,60,151,0.40,12,29,0.41
Terry,192999,39,54,0.72,16,29,0.55,36,98,0.37,96,275,0.35,61,146,0.42
Gale,209479,2,2,1.00,5,14,0.36,5,13,0.38,3,12,0.25,3,5,0.60
Oliver,200819,0,0,0.00,33,62,0.53,17,46,0.37,0,1,0.00,0,2,0.00
Chandler,223542,1,4,0.25,58,119,0.49,19,39,0.49,15,51,0.29,5,9,0.56
Jaeger,201677,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Burke,206753,1,2,0.50,98,220,0.45,11,28,0.39,6,25,0.24,6,17,0.35
Meador,204397,0,0,0.00,4,10,0.40,1,3,0.33,0,2,0.00,0,0,0.00
Noble,202488,5,10,0.50,53,107,0.50,17,40,0.42,23,58,0.40,18,33,0.55
Mills,198121,24,28,0.86,19,30,0.63,20,49,0.41,73,212,0.34,38,75,0.51
Marino,197108,20,30,0.67,63,145,0.43,60,142,0.42,118,326,0.36,77,168,0.46
Graham,197174,9,16,0.56,68,148,0.46,6,15,0.40,5,15,0.33,48,91,0.53
Morton,206171,0,1,0.00,88,175,0.50,8,21,0.38,4,9,0.44,6,16,0.38
Camp,201172,24,31,0.77,25,45,0.56,36,81,0.44,98,301,0.33,18,35,0.51
Rivers,189129,43,64,0.67,19,35,0.54,52,125,0.42,45,120,0.38,149,322,0.46
Donald,193765,2,4,0.50,1,1,1.00,1,5,0.20,2,6,0.33,4,6,0.67
Lees,209511,8,9,0.89,10,21,0.48,12,32,0.38,12,74,0.16,4,11,0.36
Griffiths,209111,3,3,1.00,23,58,0.40,0,8,0.00,0,4,0.00,3,9,0.33
Cook,198280,17,24,0.71,9,17,0.53,31,71,0.44,19,67,0.28,56,123,0.46
Bryant,193230,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Williamson,207612,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hatfield,203060,3,4,0.75,35,71,0.49,43,98,0.44,34,106,0.32,7,23,0.30
Bates,202038,2,2,1.00,126,269,0.47,14,41,0.34,6,22,0.27,6,16,0.38
Hiller,198019,2,4,0.50,138,246,0.56,13,35,0.37,11,29,0.38,10,18,0.56
Hamm,195999,46,55,0.84,33,58,0.57,69,163,0.42,61,176,0.35,116,257,0.45
Crawford,190527,83,126,0.66,17,30,0.57,87,221,0.39,46,139,0.33,346,691,0.50
Sommers,198667,2,4,0.50,35,77,0.45,6,11,0.55,5,9,0.56,18,36,0.50
Moss,195580,1,1,1.00,9,14,0.64,5,15,0.33,12,44,0.27,2,4,0.50
Shepherd,202199,21,28,0.75,10,23,0.43,43,92,0.47,35,86,0.41,40,83,0.48
Griffin,209033,1,1,1.00,44,81,0.54,0,7,0.00,0,3,0.00,1,2,0.50
Baker,203790,1,3,0.33,4,9,0.44,7,20,0.35,8,24,0.33,11,24,0.46
Ott,206131,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Vitols,203514,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hargreaves,213546,5,6,0.83,29,68,0.43,37,83,0.45,72,199,0.36,9,17,0.53
Rizzi,200778,10,14,0.71,164,308,0.53,1,13,0.08,1,5,0.20,30,66,0.45
Horn,202550,1,1,1.00,53,104,0.51,1,4,0.25,2,5,0.40,3,7,0.43
Saldivar,195628,22,32,0.69,21,42,0.50,23,68,0.34,107,254,0.42,33,55,0.60
Chacon,193937,80,126,0.63,26,49,0.53,74,182,0.41,66,197,0.34,302,630,0.48
Aldridge,216850,1,1,1.00,79,170,0.46,23,71,0.32,3,14,0.21,3,10,0.30
Greer,197648,7,8,0.88,7,16,0.44,15,28,0.54,19,52,0.37,3,7,0.43
Waugh,210338,1,1,1.00,12,28,0.43,19,46,0.41,18,70,0.26,6,9,0.67
Ward,191373,12,20,0.60,37,67,0.55,31,66,0.47,99,251,0.39,50,91,0.55
Welch,188456,2,3,0.67,203,358,0.57,18,45,0.40,14,39,0.36,14,33,0.42
McCall,194070,11,13,0.85,123,236,0.52,9,23,0.39,0,2,0.00,51,109,0.47
Sorensen,188379,29,32,0.91,23,44,0.52,27,80,0.34,50,173,0.29,39,94,0.41
Baggio,188111,28,39,0.72,22,33,0.67,29,83,0.35,58,147,0.39,52,124,0.42
Hawk,200936,0,0,0.00,3,4,0.75,2,5,0.40,0,5,0.00,0,0,0.00
Milton,202088,0,1,0.00,101,158,0.64,0,3,0.00,0,0,0.00,1,2,0.50
McMillan,200264,0,0,0.00,4,6,0.67,2,2,1.00,0,1,0.00,0,1,0.00
O`Hara,206478,0,0,0.00,2,2,1.00,1,2,0.50,2,2,1.00,2,2,1.00
Swift,194126,1,2,0.50,24,51,0.47,16,43,0.37,39,97,0.40,10,21,0.48
Reid,200705,13,17,0.76,2,5,0.40,8,31,0.26,13,42,0.31,32,71,0.45
Humphreys,192392,9,14,0.64,8,18,0.44,21,43,0.49,44,112,0.39,12,24,0.50
Snider,197071,2,2,1.00,52,102,0.51,6,13,0.46,6,11,0.55,9,20,0.45
Kinder,207497,0,0,0.00,1,2,0.50,0,2,0.00,3,7,0.43,0,1,0.00
Randle,210235,1,1,1.00,0,0,0.00,1,1,1.00,0,0,0.00,1,1,1.00
Richardson,195118,7,9,0.78,114,201,0.57,62,142,0.44,71,181,0.39,16,40,0.40
Lucas,198742,4,7,0.57,180,316,0.57,55,101,0.54,11,46,0.24,16,37,0.43
Ikpeazu,214446,1,1,1.00,120,224,0.54,26,69,0.38,7,23,0.30,4,6,0.67
Stacy,195094,13,15,0.87,16,33,0.48,20,52,0.38,30,88,0.34,31,89,0.35
Pittman,194548,39,55,0.71,24,45,0.53,49,119,0.41,96,325,0.30,114,243,0.47
Banks,196947,3,3,1.00,28,51,0.55,13,37,0.35,45,117,0.38,8,11,0.73
Rutledge,193747,1,1,1.00,65,117,0.56,13,27,0.48,11,32,0.34,3,8,0.38
Rice,208389,10,10,1.00,11,26,0.42,18,38,0.47,21,50,0.42,8,18,0.44
Barbieri,200097,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Smart,198513,3,4,0.75,2,3,0.67,4,10,0.40,15,37,0.41,5,14,0.36
Curtis,208196,0,0,0.00,2,2,1.00,0,0,0.00,0,0,0.00,1,1,1.00
Schwartz,199413,3,3,1.00,1,2,0.50,4,6,0.67,0,4,0.00,1,1,1.00
Winter,194704,27,29,0.93,122,209,0.58,102,220,0.46,4,8,0.50,39,84,0.46
McCloskey,199694,0,1,0.00,258,451,0.57,13,28,0.46,5,9,0.56,1,4,0.25
Garza,196501,2,3,0.67,240,398,0.60,11,19,0.58,0,1,0.00,7,11,0.64
Church,196373,19,24,0.79,14,28,0.50,23,53,0.43,68,187,0.36,17,48,0.35
Vitale,192638,73,102,0.72,16,36,0.44,115,258,0.45,4,17,0.24,252,488,0.52
Mims,204319,0,0,0.00,62,121,0.51,5,22,0.23,6,15,0.40,1,4,0.25
Krueger,195304,2,3,0.67,23,41,0.56,20,50,0.40,26,79,0.33,6,14,0.43
Kohn,191013,63,86,0.73,29,50,0.58,69,178,0.39,5,9,0.56,187,363,0.52
Snow,207796,1,1,1.00,0,0,0.00,2,2,1.00,1,6,0.17,0,1,0.00
McMullin,193119,0,0,0.00,0,1,0.00,0,0,0.00,2,3,0.67,0,2,0.00
Newkirk,188199,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Thomas,209552,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Donovan,189390,44,54,0.81,40,66,0.61,38,89,0.43,48,152,0.32,104,223,0.47
Humphrey,189991,3,3,1.00,118,237,0.50,22,60,0.37,32,93,0.34,24,49,0.49
Hunter,189855,0,0,0.00,251,394,0.64,2,9,0.22,0,0,0.00,5,15,0.33
Stanton,191541,34,46,0.74,28,45,0.62,38,91,0.42,76,223,0.34,32,81,0.40
Davis,188307,20,27,0.74,68,138,0.49,92,220,0.42,18,53,0.34,45,114,0.39
Parnell,206993,0,0,0.00,3,8,0.38,1,2,0.50,0,0,0.00,0,1,0.00
Beasley,201584,3,3,1.00,97,159,0.61,11,33,0.33,13,50,0.26,4,16,0.25
Garvin,203313,7,8,0.88,9,23,0.39,8,17,0.47,10,44,0.23,2,7,0.29
Lin,203623,13,19,0.68,20,42,0.48,34,70,0.49,58,128,0.45,33,74,0.45
Gallagher,198883,0,0,0.00,11,18,0.61,1,2,0.50,0,0,0.00,1,2,0.50
Diggs,208523,0,0,0.00,9,14,0.64,0,1,0.00,0,1,0.00,1,1,1.00
Bryant,209653,0,0,0.00,0,3,0.00,1,1,1.00,1,3,0.33,1,1,1.00
Glynn,199976,2,2,1.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Hammons,197708,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Tubbs,200121,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Knox,204056,8,12,0.67,33,64,0.52,15,39,0.38,49,137,0.36,19,46,0.41
Duckworth,200391,3,5,0.60,95,158,0.60,11,26,0.42,11,33,0.33,5,22,0.23
Graff,197821,2,3,0.67,133,247,0.54,10,14,0.71,7,18,0.39,3,13,0.23
Byrd,192548,68,86,0.79,46,68,0.68,79,161,0.49,77,223,0.35,209,412,0.51
Savage,195639,94,117,0.80,21,35,0.60,92,203,0.45,57,184,0.31,293,579,0.51
Kato,201384,1,1,1.00,114,203,0.56,20,39,0.51,5,21,0.24,2,5,0.40
Burns,201629,16,20,0.80,12,22,0.55,21,42,0.50,33,107,0.31,11,24,0.46
Zimmermann,214978,1,1,1.00,12,25,0.48,17,34,0.50,21,68,0.31,1,9,0.11
Dah,217666,4,5,0.80,4,9,0.44,9,27,0.33,17,48,0.35,11,23,0.48
Taylor,208043,1,3,0.33,72,145,0.50,2,4,0.50,4,13,0.31,3,9,0.33
Schilling,194908,0,0,0.00,4,6,0.67,0,1,0.00,0,0,0.00,0,2,0.00
Forrester,197510,0,0,0.00,0,1,0.00,2,5,0.40,0,0,0.00,1,1,1.00
McCray,196789,0,1,0.00,1,3,0.33,0,0,0.00,1,4,0.25,1,1,1.00
Wyman,209919,0,0,0.00,1,2,0.50,0,0,0.00,1,1,1.00,0,1,0.00
Battaglia,207990,0,1,0.00,2,4,0.50,6,11,0.55,9,17,0.53,1,1,1.00
Sparks,206965,1,2,0.50,14,27,0.52,2,5,0.40,2,6,0.33,5,5,1.00
Snow,188959,16,20,0.80,59,109,0.54,64,150,0.43,96,244,0.39,60,119,0.50
Coats,193744,1,2,0.50,154,266,0.58,4,11,0.36,4,9,0.44,9,20,0.45
Gonzales,198133,1,1,1.00,144,225,0.64,18,42,0.43,5,15,0.33,4,12,0.33
Gold,188555,47,57,0.82,32,61,0.52,38,100,0.38,54,152,0.36,66,138,0.48
Upchurch,203318,86,134,0.64,17,35,0.49,101,205,0.49,58,166,0.35,334,656,0.51
Diehl,209115,12,13,0.92,7,12,0.58,14,27,0.52,7,28,0.25,14,43,0.33
Olsen,209233,0,0,0.00,12,21,0.57,1,3,0.33,1,3,0.33,2,6,0.33
Berry,198779,1,1,1.00,65,123,0.53,31,79,0.39,47,132,0.36,6,15,0.40
Hunter,188848,1,3,0.33,14,42,0.33,32,59,0.54,39,107,0.36,9,19,0.47
Brown,196705,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Costa,219818,0,0,0.00,1,3,0.33,0,0,0.00,0,2,0.00,0,0,0.00
Dunlap,209721,0,0,0.00,2,2,1.00,0,1,0.00,0,0,0.00,0,1,0.00
Coelho,211914,3,3,1.00,24,54,0.44,15,67,0.22,35,116,0.30,5,16,0.31
McCullough,199644,2,2,1.00,22,42,0.52,2,4,0.50,0,1,0.00,8,16,0.50
Swain,195757,1,4,0.25,312,488,0.64,8,19,0.42,2,7,0.29,10,14,0.71
Pepper,199483,46,65,0.71,21,44,0.48,53,129,0.41,64,180,0.36,114,258,0.44
Steele,198240,38,55,0.69,34,85,0.40,31,90,0.34,45,123,0.37,157,314,0.50
Matthews,209705,4,5,0.80,10,24,0.42,14,28,0.50,13,40,0.33,13,23,0.57
Warren,207525,1,1,1.00,4,11,0.36,5,13,0.38,1,9,0.11,0,0,0.00
Dunn,205591,19,26,0.73,10,34,0.29,42,105,0.40,36,141,0.26,57,139,0.41
O`Neil,195555,1,3,0.33,32,68,0.47,21,37,0.57,33,91,0.36,5,16,0.31
Hyde,204223,1,1,1.00,3,9,0.33,11,31,0.35,12,35,0.34,15,33,0.45
Kohler,198868,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Massey,201297,0,0,0.00,2,8,0.25,0,0,0.00,0,0,0.00,0,1,0.00
Jolly,189040,5,10,0.50,65,129,0.50,40,102,0.39,54,162,0.33,23,39,0.59
Asante,222434,2,2,1.00,151,259,0.58,19,45,0.42,5,14,0.36,3,9,0.33
Warren,193164,0,0,0.00,161,282,0.57,18,32,0.56,12,26,0.46,4,14,0.29
Putman,192461,59,79,0.75,21,39,0.54,58,145,0.40,74,223,0.33,192,388,0.49
Lind,188375,40,59,0.68,42,61,0.69,71,159,0.45,98,273,0.36,138,305,0.45
Mendez,207669,0,1,0.00,82,129,0.64,10,15,0.67,6,18,0.33,3,8,0.38
Saunders,204246,4,7,0.57,3,4,0.75,11,17,0.65,4,24,0.17,6,11,0.55
Fuller,194176,14,18,0.78,17,32,0.53,27,62,0.44,25,77,0.32,49,96,0.51
Pullen,201767,12,16,0.75,16,32,0.50,19,46,0.41,43,114,0.38,30,65,0.46
Diggs,198279,0,0,0.00,1,4,0.25,1,1,1.00,1,4,0.25,0,0,0.00
Holcomb,194080,8,12,0.67,47,118,0.40,49,118,0.42,119,334,0.36,25,43,0.58
Caldwell,195680,6,15,0.40,211,400,0.53,12,33,0.36,0,1,0.00,45,98,0.46
Hobbs,203756,0,0,0.00,77,124,0.62,4,7,0.57,1,8,0.12,2,12,0.17
Messina,196296,32,36,0.89,29,51,0.57,32,90,0.36,108,288,0.38,35,94,0.37
Wheeler,203202,39,51,0.76,12,23,0.52,50,148,0.34,8,19,0.42,86,194,0.44
Novak,216402,22,28,0.79,10,19,0.53,18,50,0.36,23,63,0.37,27,55,0.49
Layman,206405,0,0,0.00,64,127,0.50,3,20,0.15,2,14,0.14,2,7,0.29
Baugh,197983,1,2,0.50,7,21,0.33,17,39,0.44,7,32,0.22,4,9,0.44
Downs,195143,2,4,0.50,5,5,1.00,0,7,0.00,3,9,0.33,5,8,0.62
Wu,208179,0,0,0.00,3,3,1.00,0,0,0.00,1,2,0.50,1,1,1.00
Stanfield,198262,4,6,0.67,1,3,0.33,1,6,0.17,3,9,0.33,2,4,0.50
Byrd,195300,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,2,2,1.00
Hewitt,220746,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Oeda,209150,0,1,0.00,8,14,0.57,7,15,0.47,12,29,0.41,1,7,0.14
Samuels,202555,0,0,0.00,72,137,0.53,6,13,0.46,1,1,1.00,1,6,0.17
Pittman,197696,2,3,0.67,184,339,0.54,34,66,0.52,18,52,0.35,14,24,0.58
Barnes,200491,21,32,0.66,20,39,0.51,37,81,0.46,35,116,0.30,29,69,0.42
Burley,188668,27,37,0.73,120,198,0.61,57,125,0.46,79,210,0.38,108,241,0.45
Zimmermann,214262,0,0,0.00,3,12,0.25,8,22,0.36,11,33,0.33,1,4,0.25
Guenther,203020,7,8,0.88,14,24,0.58,15,35,0.43,38,100,0.38,8,18,0.44
Reid,205105,1,3,0.33,39,72,0.54,20,47,0.43,17,57,0.30,4,12,0.33
Bertrand,209486,0,0,0.00,5,8,0.62,0,1,0.00,8,12,0.67,1,2,0.50
Urban,199387,20,23,0.87,47,86,0.55,53,89,0.60,49,166,0.30,43,90,0.48
Delaney,195674,28,42,0.67,20,33,0.61,36,89,0.40,65,187,0.35,82,184,0.45
Henry,194023,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Burch,196838,7,7,1.00,61,128,0.48,37,85,0.44,55,151,0.36,23,48,0.48
Odom,195664,2,2,1.00,68,123,0.55,4,9,0.44,5,8,0.62,6,9,0.67
Romero,193691,0,2,0.00,113,240,0.47,3,5,0.60,1,2,0.50,7,12,0.58
Mahon,203079,19,27,0.70,26,56,0.46,56,127,0.44,125,362,0.35,23,55,0.42
Lively,196243,82,118,0.69,29,42,0.69,94,207,0.45,95,266,0.36,348,683,0.51
Vern,193998,8,13,0.62,9,25,0.36,11,22,0.50,14,34,0.41,38,73,0.52
Swain,198086,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bell,199899,16,24,0.67,16,29,0.55,14,50,0.28,34,94,0.36,57,123,0.46
Moss,209189,1,1,1.00,76,132,0.58,3,10,0.30,6,17,0.35,7,13,0.54
Holton,199000,2,2,1.00,2,3,0.67,1,5,0.20,0,2,0.00,0,1,0.00
Banks,207368,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Neeley,205753,0,1,0.00,1,6,0.17,0,1,0.00,0,0,0.00,2,2,1.00
Palmer,202236,4,4,1.00,18,40,0.45,19,41,0.46,1,5,0.20,4,9,0.44
Spencer,209999,0,0,0.00,9,31,0.29,2,5,0.40,0,1,0.00,0,1,0.00
Hollins,208779,0,0,0.00,22,48,0.46,2,4,0.50,0,2,0.00,0,0,0.00
Noyes,200733,16,28,0.57,7,15,0.47,22,47,0.47,48,114,0.42,21,42,0.50
Daniels,206081,5,6,0.83,1,3,0.33,5,13,0.38,4,18,0.22,8,24,0.33
Hoyle,194972,10,15,0.67,231,374,0.62,24,47,0.51,20,58,0.34,34,69,0.49
McNeil,190776,43,51,0.84,7,13,0.54,19,54,0.35,10,36,0.28,57,116,0.49
Ruffin,199947,0,2,0.00,85,158,0.54,28,54,0.52,21,55,0.38,6,10,0.60
Caruso,195269,38,52,0.73,25,33,0.76,42,102,0.41,72,194,0.37,74,147,0.50
Everett,197763,3,5,0.60,2,6,0.33,2,11,0.18,8,11,0.73,5,17,0.29
Jones,203505,8,8,1.00,44,73,0.60,21,39,0.54,45,131,0.34,8,15,0.53
Rincon,195166,3,5,0.60,160,306,0.52,4,13,0.31,0,2,0.00,22,45,0.49
Keefe,191300,56,79,0.71,9,14,0.64,28,78,0.36,23,68,0.34,186,360,0.52
Roth,194512,6,11,0.55,72,118,0.61,69,129,0.53,105,326,0.32,21,41,0.51
Minor,210018,1,3,0.33,66,125,0.53,4,9,0.44,1,3,0.33,5,11,0.45
Thrasher,200653,2,2,1.00,94,161,0.58,14,32,0.44,9,26,0.35,8,26,0.31
Reynolds,197383,72,95,0.76,33,53,0.62,64,147,0.44,129,314,0.41,182,351,0.52
Wilson,195492,70,112,0.62,14,33,0.42,71,198,0.36,34,118,0.29,343,694,0.49
Najera,190607,4,7,0.57,10,22,0.45,12,25,0.48,10,27,0.37,25,40,0.62
Burkhart,202624,15,21,0.71,104,181,0.57,10,25,0.40,4,20,0.20,60,107,0.56
Brooks,201264,11,15,0.73,11,25,0.44,25,54,0.46,34,106,0.32,25,57,0.44
Beck,202311,1,1,1.00,2,3,0.67,1,1,1.00,0,3,0.00,1,1,1.00
Strong,208555,1,1,1.00,0,0,0.00,0,1,0.00,0,1,0.00,1,2,0.50
Crawford,193037,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Joyner,204611,0,0,0.00,6,11,0.55,0,1,0.00,0,1,0.00,0,1,0.00
Keating,208432,4,7,0.57,23,59,0.39,23,62,0.37,31,93,0.33,7,12,0.58
Bowman,208510,0,0,0.00,58,108,0.54,7,18,0.39,8,19,0.42,0,4,0.00
Cochrane,208048,0,0,0.00,69,129,0.53,15,40,0.38,3,14,0.21,4,11,0.36
