Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Hamilton,188767,53,85,0.62,11,16,0.69,62,144,0.43,45,118,0.38,222,467,0.48
Woodard,192427,0,1,0.00,98,173,0.57,7,16,0.44,0,1,0.00,2,3,0.67
Gray,191170,3,3,1.00,18,31,0.58,9,23,0.39,29,84,0.35,3,14,0.21
Horn,186591,17,25,0.68,6,11,0.55,14,32,0.44,31,83,0.37,24,53,0.45
Ferguson,196428,17,21,0.81,5,11,0.45,10,44,0.23,11,33,0.33,44,96,0.46
Sharp,210094,0,0,0.00,22,48,0.46,3,8,0.38,0,1,0.00,0,0,0.00
Steed,187520,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Pavone,199044,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Foreman,181279,10,17,0.59,33,60,0.55,48,111,0.43,106,274,0.39,43,95,0.45
Segura,189028,9,11,0.82,7,18,0.39,20,39,0.51,22,64,0.34,7,15,0.47
Greenwood,188813,1,1,1.00,244,397,0.61,9,14,0.64,0,1,0.00,4,5,0.80
Cope,182581,71,103,0.69,28,41,0.68,81,210,0.39,3,9,0.33,195,402,0.49
Connelly,184075,37,49,0.76,22,45,0.49,51,104,0.49,172,448,0.38,54,131,0.41
Hutson,201084,0,0,0.00,0,0,0.00,0,0,0.00,1,3,0.33,0,1,0.00
Miles,200909,1,1,1.00,1,1,1.00,1,2,0.50,1,7,0.14,2,4,0.50
King,200363,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Brownlee,196900,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Albers,192913,12,22,0.55,62,120,0.52,39,91,0.43,70,170,0.41,65,129,0.50
Kondo,195558,3,4,0.75,21,56,0.38,16,37,0.43,9,33,0.27,4,8,0.50
Whelan,193360,4,5,0.80,8,18,0.44,2,9,0.22,5,18,0.28,1,2,0.50
Price,200341,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Galli,199769,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Bowler,211306,0,0,0.00,1,7,0.14,1,5,0.20,5,11,0.45,0,1,0.00
Poston,198889,1,1,1.00,10,19,0.53,2,4,0.50,0,0,0.00,3,6,0.50
Graham,182737,1,1,1.00,126,252,0.50,36,87,0.41,31,69,0.45,3,8,0.38
Crocker,199613,2,4,0.50,2,4,0.50,5,12,0.42,6,18,0.33,5,12,0.42
Watkins,182829,28,39,0.72,22,52,0.42,44,103,0.43,84,240,0.35,66,142,0.46
Dawson,191977,4,5,0.80,139,239,0.58,17,41,0.41,22,60,0.37,6,15,0.40
Hayden,189607,0,1,0.00,104,216,0.48,13,24,0.54,0,1,0.00,4,14,0.29
Perry,197890,36,62,0.58,10,27,0.37,38,91,0.42,40,124,0.32,107,227,0.47
Leahy,193550,25,35,0.71,19,32,0.59,22,58,0.38,29,102,0.28,17,30,0.57
Schianchi,194214,0,1,0.00,4,8,0.50,4,6,0.67,5,22,0.23,2,2,1.00
Norton,193153,7,13,0.54,42,88,0.48,57,118,0.48,0,2,0.00,29,53,0.55
Hanson,187129,9,9,1.00,90,166,0.54,8,16,0.50,0,1,0.00,20,36,0.56
Laurent,200614,2,3,0.67,4,4,1.00,1,5,0.20,0,3,0.00,2,5,0.40
Comstock,180121,23,29,0.79,65,125,0.52,49,114,0.43,86,200,0.43,68,120,0.57
Griffiths,184712,0,2,0.00,148,278,0.53,17,58,0.29,10,30,0.33,2,9,0.22
Reed,180888,3,4,0.75,223,400,0.56,21,49,0.43,10,37,0.27,7,12,0.58
Thomas,189715,105,131,0.80,30,62,0.48,48,140,0.34,125,364,0.34,152,292,0.52
Bonds,188126,55,93,0.59,8,26,0.31,49,133,0.37,48,166,0.29,196,415,0.47
Holt,198579,13,17,0.76,16,31,0.52,16,48,0.33,24,84,0.29,18,25,0.72
Linder,196443,19,28,0.68,2,8,0.25,19,51,0.37,15,48,0.31,48,111,0.43
Williams,195115,0,0,0.00,14,26,0.54,2,10,0.20,1,1,1.00,0,0,0.00
Steward,193361,3,3,1.00,17,30,0.57,12,28,0.43,27,87,0.31,7,18,0.39
May,183967,1,3,0.33,68,132,0.52,6,21,0.29,6,22,0.27,7,18,0.39
Mauri,179430,1,1,1.00,0,3,0.00,0,0,0.00,2,5,0.40,1,1,1.00
Hackett,186641,7,12,0.58,24,50,0.48,29,69,0.42,48,125,0.38,29,59,0.49
Lewis,186169,6,6,1.00,108,173,0.62,49,125,0.39,41,112,0.37,42,82,0.51
Howell,185988,14,21,0.67,187,332,0.56,8,18,0.44,1,3,0.33,59,129,0.46
Collins,185455,22,36,0.61,22,43,0.51,35,92,0.38,43,163,0.26,26,60,0.43
Freed,183184,15,18,0.83,6,10,0.60,16,44,0.36,13,66,0.20,31,62,0.50
Sanders,183326,6,7,0.86,4,10,0.40,25,64,0.39,2,5,0.40,10,17,0.59
Coleman,196303,0,0,0.00,38,68,0.56,7,15,0.47,0,3,0.00,5,8,0.62
Naito,195452,0,2,0.00,50,99,0.51,14,32,0.44,3,8,0.38,6,12,0.50
Snead,196539,0,2,0.00,2,2,1.00,2,4,0.50,3,7,0.43,2,3,0.67
Quintero,195731,0,0,0.00,1,1,1.00,1,1,1.00,0,0,0.00,1,1,1.00
Schneider,193486,1,1,1.00,0,2,0.00,0,0,0.00,0,0,0.00,1,2,0.50
McKay,191765,39,62,0.63,12,18,0.67,42,104,0.40,32,81,0.40,191,398,0.48
Gillette,197788,0,0,0.00,0,0,0.00,0,1,0.00,0,2,0.00,0,0,0.00
Gary,188358,13,17,0.76,76,135,0.56,54,117,0.46,46,124,0.37,48,117,0.41
Wright,184182,3,4,0.75,123,215,0.57,33,78,0.42,36,82,0.44,10,20,0.50
Moute,209302,0,0,0.00,113,196,0.58,15,34,0.44,6,27,0.22,5,11,0.45
Valentini,185601,29,38,0.76,17,45,0.38,36,86,0.42,52,161,0.32,52,97,0.54
Stewart,183510,30,56,0.54,8,15,0.53,52,119,0.44,33,112,0.29,172,379,0.45
Chadwick,197543,4,9,0.44,11,20,0.55,16,51,0.31,18,55,0.33,8,16,0.50
Salvador,197399,1,1,1.00,9,19,0.47,8,15,0.53,15,49,0.31,1,3,0.33
Brown,197009,1,2,0.50,0,0,0.00,2,2,1.00,1,3,0.33,3,4,0.75
Snell,194133,1,1,1.00,18,44,0.41,5,19,0.26,7,24,0.29,7,18,0.39
Ocampo,193804,1,1,1.00,48,80,0.60,2,9,0.22,4,11,0.36,3,5,0.60
Turley,193073,2,3,0.67,53,94,0.56,5,13,0.38,0,1,0.00,10,23,0.43
Hardin,188764,11,16,0.69,1,4,0.25,6,24,0.25,15,35,0.43,24,58,0.41
Njie,208754,2,3,0.67,14,31,0.45,19,39,0.49,32,100,0.32,6,8,0.75
Phillips,206314,0,0,0.00,1,2,0.50,1,5,0.20,2,10,0.20,0,0,0.00
Dial,187838,1,3,0.33,2,3,0.67,2,6,0.33,4,14,0.29,3,8,0.38
Ba,213234,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Johnson,199042,1,2,0.50,47,87,0.54,36,91,0.40,80,187,0.43,17,35,0.49
Leach,187436,19,20,0.95,30,69,0.43,20,55,0.36,38,148,0.26,26,50,0.52
Burdick,182367,1,2,0.50,242,405,0.60,21,61,0.34,30,95,0.32,5,11,0.45
Wakefield,186881,6,10,0.60,280,427,0.66,6,22,0.27,6,20,0.30,23,48,0.48
Johns,194536,44,60,0.73,33,60,0.55,73,162,0.45,70,253,0.28,96,225,0.43
Bergeron,190761,45,57,0.79,2,10,0.20,43,107,0.40,39,116,0.34,100,217,0.46
Pearce,194038,0,0,0.00,14,29,0.48,2,9,0.22,2,2,1.00,1,3,0.33
Burks,193224,1,1,1.00,56,116,0.48,10,32,0.31,4,13,0.31,10,15,0.67
Burke,191248,0,0,0.00,0,1,0.00,2,3,0.67,1,2,0.50,2,4,0.50
Burt,190749,2,2,1.00,26,45,0.58,29,56,0.52,39,124,0.31,5,12,0.42
Keeler,190700,10,11,0.91,8,13,0.62,15,32,0.47,25,103,0.24,7,11,0.64
Hanson,199875,1,1,1.00,0,0,0.00,1,1,1.00,1,2,0.50,2,3,0.67
Hudson,198414,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
McKinley,194471,0,0,0.00,2,5,0.40,6,10,0.60,8,17,0.47,2,3,0.67
Moore,179537,12,23,0.52,41,71,0.58,38,93,0.41,52,127,0.41,50,124,0.40
Comstock,184224,2,4,0.50,165,269,0.61,14,36,0.39,5,26,0.19,10,13,0.77
Bell,186640,0,3,0.00,133,216,0.62,4,8,0.50,4,14,0.29,3,5,0.60
Kidwell,186772,84,101,0.83,49,85,0.58,69,157,0.44,125,331,0.38,120,230,0.52
Curtin,178737,86,113,0.76,12,22,0.55,68,145,0.47,41,121,0.34,302,592,0.51
Emerson,193351,1,1,1.00,45,76,0.59,3,11,0.27,4,11,0.36,1,1,1.00
Hamilton,192806,2,3,0.67,6,11,0.55,8,13,0.62,11,29,0.38,5,8,0.62
Hoskins,189924,6,6,1.00,3,5,0.60,7,21,0.33,14,28,0.50,12,25,0.48
Rawlings,180054,6,8,0.75,15,36,0.42,18,40,0.45,18,61,0.30,20,40,0.50
Homan,194852,0,0,0.00,71,142,0.50,6,9,0.67,8,15,0.53,1,2,0.50
Harmon,188865,23,35,0.66,3,5,0.60,27,56,0.48,15,43,0.35,93,181,0.51
Workman,189054,0,0,0.00,5,7,0.71,0,0,0.00,0,0,0.00,1,1,1.00
Cairns,200803,0,1,0.00,1,1,1.00,0,0,0.00,0,0,0.00,2,2,1.00
Dunn,196766,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Combs,191929,6,12,0.50,25,54,0.46,46,96,0.48,43,113,0.38,24,47,0.51
Fallows,190867,0,2,0.00,74,138,0.54,9,19,0.47,2,10,0.20,12,39,0.31
Hawley,186873,2,3,0.67,177,360,0.49,5,12,0.42,0,0,0.00,11,22,0.50
Parker,183372,42,56,0.75,19,41,0.46,41,107,0.38,74,202,0.37,89,182,0.49
Doty,186183,28,44,0.64,4,12,0.33,34,84,0.40,56,147,0.38,65,157,0.41
Brockman,192513,17,22,0.77,20,42,0.48,22,46,0.48,30,89,0.34,22,63,0.35
Hunt,192316,12,19,0.63,17,41,0.41,14,48,0.29,27,111,0.24,10,24,0.42
Sweat,189508,19,21,0.90,6,9,0.67,8,29,0.28,16,50,0.32,13,37,0.35
Turner,185012,0,2,0.00,84,155,0.54,7,13,0.54,9,22,0.41,16,26,0.62
Harper,200839,0,0,0.00,83,168,0.49,8,23,0.35,0,2,0.00,4,9,0.44
Hall,184665,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00,0,1,0.00
Wright,188878,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Pina,188771,0,0,0.00,8,18,0.44,0,3,0.00,1,3,0.33,0,1,0.00
Richards,182773,7,8,0.88,41,75,0.55,33,81,0.41,128,319,0.40,11,25,0.44
Camp,191746,3,5,0.60,179,306,0.58,16,31,0.52,11,35,0.31,11,25,0.44
Beltran,201080,0,0,0.00,4,8,0.50,0,0,0.00,0,0,0.00,0,0,0.00
Macaluso,192163,56,75,0.75,34,59,0.58,51,122,0.42,101,263,0.38,83,178,0.47
Shuman,185387,65,86,0.76,9,22,0.41,70,140,0.50,79,204,0.39,244,471,0.52
Allen,194453,9,10,0.90,18,30,0.60,22,40,0.55,25,75,0.33,6,15,0.40
Dwyer,193414,1,1,1.00,59,112,0.53,9,15,0.60,1,3,0.33,3,7,0.43
Preciado,190009,0,2,0.00,121,223,0.54,24,70,0.34,10,30,0.33,5,10,0.50
Gale,189825,1,1,1.00,4,12,0.33,2,6,0.33,5,12,0.42,1,2,0.50
Poole,187631,4,4,1.00,39,75,0.52,17,38,0.45,15,38,0.39,4,7,0.57
Wiggins,185783,0,0,0.00,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00
Dimas,200226,13,16,0.81,4,13,0.31,12,33,0.36,26,81,0.32,11,17,0.65
Black,191395,22,23,0.96,47,76,0.62,45,83,0.54,77,237,0.32,9,24,0.38
Motley,194243,3,4,0.75,128,250,0.51,9,22,0.41,0,0,0.00,13,42,0.31
Curley,189220,0,1,0.00,256,408,0.63,22,53,0.42,9,18,0.50,7,15,0.47
Waite,197477,4,5,0.80,4,13,0.31,6,15,0.40,22,53,0.42,1,3,0.33
Forster,197671,9,10,0.90,1,3,0.33,11,22,0.50,15,36,0.42,26,53,0.49
Shipp,196250,0,0,0.00,55,99,0.56,2,9,0.22,6,16,0.38,1,6,0.17
Hunt,184744,0,0,0.00,40,79,0.51,1,8,0.12,2,7,0.29,1,2,0.50
Milam,179483,8,12,0.67,7,12,0.58,12,25,0.48,21,50,0.42,27,58,0.47
Burney,196594,9,9,1.00,41,60,0.68,29,54,0.54,52,144,0.36,5,15,0.33
Porter,188725,70,83,0.84,12,23,0.52,45,101,0.45,60,178,0.34,141,308,0.46
Mayer,183880,35,54,0.65,18,38,0.47,20,62,0.32,68,186,0.37,80,174,0.46
Alfaro,181092,14,24,0.58,12,16,0.75,10,39,0.26,27,68,0.40,32,77,0.42
Knudsen,183996,1,3,0.33,1,2,0.50,2,4,0.50,8,17,0.47,4,6,0.67
Rawlings,184409,5,9,0.56,77,123,0.63,56,122,0.46,84,230,0.37,14,35,0.40
Cotton,182721,2,5,0.40,101,191,0.53,40,98,0.41,42,120,0.35,8,23,0.35
Beattie,189900,4,6,0.67,215,356,0.60,5,15,0.33,0,0,0.00,32,60,0.53
Chambers,185510,58,86,0.67,75,114,0.66,55,140,0.39,95,300,0.32,156,308,0.51
Roland,183236,35,53,0.66,14,22,0.64,56,166,0.34,4,10,0.40,153,343,0.45
Jennings,195904,0,0,0.00,5,11,0.45,0,2,0.00,0,0,0.00,0,1,0.00
Moore,191365,18,21,0.86,11,19,0.58,23,54,0.43,17,49,0.35,16,40,0.40
Chambers,190901,58,86,0.67,75,114,0.66,55,140,0.39,95,300,0.32,156,308,0.51
Cartwright,188430,10,13,0.77,21,37,0.57,36,68,0.53,75,185,0.41,15,19,0.79
Ramey,190030,0,0,0.00,3,3,1.00,0,1,0.00,0,1,0.00,1,1,1.00
Saenz,184581,0,0,0.00,0,2,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Campbell,211322,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Renner,179821,46,53,0.87,49,85,0.58,76,142,0.54,87,206,0.42,116,249,0.47
Gordon,183272,14,24,0.58,156,278,0.56,13,26,0.50,15,36,0.42,54,92,0.59
Henry,184052,5,6,0.83,224,357,0.63,7,19,0.37,7,16,0.44,19,40,0.47
Lourenco,210166,20,22,0.91,4,11,0.36,19,45,0.42,27,78,0.35,32,69,0.46
Roberson,179579,35,49,0.71,38,70,0.54,45,100,0.45,100,212,0.47,102,210,0.49
Beattie,194651,6,7,0.86,2,8,0.25,8,22,0.36,11,28,0.39,6,12,0.50
Whitfield,191559,2,2,1.00,0,1,0.00,1,7,0.14,4,10,0.40,1,1,1.00
Hunter,188254,0,0,0.00,3,8,0.38,0,1,0.00,0,1,0.00,0,1,0.00
Andrews,184923,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Aiken,184590,2,2,1.00,78,130,0.60,27,55,0.49,18,50,0.36,8,15,0.53
McCloud,181022,25,32,0.78,24,41,0.59,40,89,0.45,85,212,0.40,80,168,0.48
Gannon,199276,0,0,0.00,1,2,0.50,0,1,0.00,1,2,0.50,0,0,0.00
Ruelas,179723,23,31,0.74,58,86,0.67,41,88,0.47,117,285,0.41,53,117,0.45
Cooper,183573,5,7,0.71,170,292,0.58,25,56,0.45,12,34,0.35,28,62,0.45
David,192613,8,8,1.00,117,212,0.55,5,8,0.62,3,8,0.38,31,65,0.48
Ashley,186249,46,58,0.79,28,48,0.58,51,97,0.53,125,343,0.36,82,183,0.45
Robinson,186083,60,79,0.76,12,20,0.60,38,111,0.34,40,137,0.29,199,416,0.48
Jenkins,194485,11,14,0.79,14,22,0.64,20,51,0.39,54,150,0.36,7,17,0.41
Dooley,192843,3,4,0.75,56,108,0.52,24,49,0.49,7,24,0.29,15,36,0.42
McGee,187735,2,2,1.00,38,71,0.54,10,19,0.53,10,20,0.50,8,21,0.38
Barton,197612,8,21,0.38,6,10,0.60,13,28,0.46,16,56,0.29,42,81,0.52
Ainsworth,193617,0,0,0.00,0,0,0.00,0,0,0.00,3,11,0.27,0,1,0.00
McClain,188001,0,0,0.00,12,23,0.52,1,3,0.33,0,1,0.00,1,1,1.00
Middleton,197457,0,0,0.00,5,6,0.83,0,0,0.00,0,0,0.00,0,1,0.00
Billings,185788,24,38,0.63,33,78,0.42,98,228,0.43,3,15,0.20,132,274,0.48
Morales,189967,9,15,0.60,104,238,0.44,44,91,0.48,16,32,0.50,42,79,0.53
Foster,178752,2,2,1.00,146,291,0.50,50,100,0.50,20,46,0.43,12,21,0.57
Sivertsen,198308,9,14,0.64,3,6,0.50,14,26,0.54,15,46,0.33,8,16,0.50
Workman,183072,74,96,0.77,15,20,0.75,77,186,0.41,45,130,0.35,237,506,0.47
Dean,186167,1,3,0.33,0,1,0.00,0,3,0.00,1,3,0.33,6,14,0.43
Alston,196332,0,1,0.00,25,56,0.45,6,19,0.32,3,8,0.38,2,4,0.50
Santoro,192649,0,1,0.00,18,36,0.50,8,21,0.38,27,84,0.32,12,25,0.48
South,191354,1,1,1.00,0,2,0.00,0,2,0.00,3,11,0.27,4,8,0.50
Price,190627,1,2,0.50,37,74,0.50,3,9,0.33,4,13,0.31,5,10,0.50
Gilbert,196224,30,47,0.64,17,34,0.50,29,101,0.29,31,78,0.40,43,85,0.51
Hay,188601,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Reese,200415,0,0,0.00,1,3,0.33,1,5,0.20,2,7,0.29,0,0,0.00
Mullins,200800,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00,0,1,0.00
Butler,189912,0,0,0.00,0,0,0.00,1,1,1.00,0,3,0.00,0,0,0.00
Bell,191661,7,9,0.78,52,113,0.46,47,104,0.45,65,176,0.37,13,46,0.28
Edgar,187247,4,6,0.67,127,218,0.58,16,37,0.43,5,14,0.36,20,35,0.57
Biddle,185793,3,4,0.75,106,183,0.58,4,9,0.44,0,2,0.00,13,27,0.48
Slack,187695,38,54,0.70,45,102,0.44,35,91,0.38,94,266,0.35,41,83,0.49
Ridley,186903,75,108,0.69,17,26,0.65,75,179,0.42,164,399,0.41,248,520,0.48
Cobb,187916,22,31,0.71,20,43,0.47,19,51,0.37,12,55,0.22,37,85,0.44
Korošec,208050,27,33,0.82,24,40,0.60,26,70,0.37,39,116,0.34,21,46,0.46
Day,201166,1,1,1.00,13,23,0.57,2,5,0.40,5,13,0.38,1,3,0.33
Lyons,185745,13,16,0.81,171,321,0.53,27,55,0.49,17,57,0.30,44,98,0.45
Blanchard,189260,11,14,0.79,50,91,0.55,42,104,0.40,96,304,0.32,17,38,0.45
Owens,192312,3,5,0.60,193,342,0.56,22,48,0.46,1,1,1.00,7,17,0.41
Krueger,185105,2,3,0.67,188,297,0.63,5,13,0.38,0,2,0.00,9,20,0.45
Hairston,195733,10,13,0.77,13,28,0.46,14,37,0.38,58,155,0.37,10,21,0.48
Torres,194331,29,37,0.78,11,23,0.48,23,54,0.43,79,235,0.34,24,55,0.44
Stanford,179006,2,2,1.00,1,1,1.00,3,8,0.38,0,1,0.00,2,3,0.67
Hoover,178741,34,38,0.89,25,54,0.46,35,90,0.39,152,422,0.36,14,30,0.47
Sanders,189737,1,2,0.50,96,184,0.52,9,16,0.56,0,1,0.00,6,13,0.46
Simms,188473,0,0,0.00,4,13,0.31,2,4,0.50,1,2,0.50,0,4,0.00
Morin,184995,18,20,0.90,7,20,0.35,29,54,0.54,55,170,0.32,15,30,0.50
Reed,183893,3,6,0.50,59,98,0.60,14,36,0.39,35,107,0.33,12,36,0.33
Jonsson,208218,2,3,0.67,121,243,0.50,12,26,0.46,7,34,0.21,10,15,0.67
Craven,187884,3,5,0.60,100,198,0.51,4,11,0.36,2,8,0.25,17,42,0.40
Willard,178960,40,47,0.85,37,79,0.47,46,127,0.36,122,340,0.36,39,94,0.41
Gatlin,194924,22,40,0.55,5,12,0.42,32,77,0.42,32,85,0.38,107,223,0.48
Branch,199793,5,9,0.56,0,2,0.00,1,16,0.06,2,9,0.22,23,54,0.43
Rogers,182740,26,32,0.81,15,32,0.47,16,38,0.42,38,118,0.32,39,75,0.52
Walton,199493,3,3,1.00,14,32,0.44,19,47,0.40,21,69,0.30,3,10,0.30
Hutchinson,198604,2,5,0.40,98,154,0.64,14,34,0.41,6,26,0.23,11,15,0.73
Barnes,197097,0,0,0.00,79,146,0.54,11,21,0.52,5,22,0.23,0,5,0.00
Hinojosa,194792,1,3,0.33,0,1,0.00,3,6,0.50,2,6,0.33,7,13,0.54
Woodling,193454,0,0,0.00,4,10,0.40,4,13,0.31,7,31,0.23,0,1,0.00
Lee,186107,33,56,0.59,6,12,0.50,51,121,0.42,36,106,0.34,123,288,0.43
Aguilera,190099,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Webb,187546,9,19,0.47,67,128,0.52,60,131,0.46,60,169,0.36,51,131,0.39
English,194861,5,9,0.56,163,331,0.49,5,14,0.36,1,2,0.50,25,58,0.43
Leonard,185952,1,3,0.33,69,116,0.59,3,7,0.43,2,5,0.40,3,9,0.33
Harris,183525,34,46,0.74,52,107,0.49,69,172,0.40,111,296,0.38,75,151,0.50
Ayers,184667,107,158,0.68,18,35,0.51,109,270,0.40,7,25,0.28,377,745,0.51
Clinton,197870,8,11,0.73,5,6,0.83,4,21,0.19,4,21,0.19,8,18,0.44
Minor,191975,8,10,0.80,11,22,0.50,28,73,0.38,36,92,0.39,14,28,0.50
Colby,184265,0,0,0.00,49,98,0.50,6,13,0.46,4,12,0.33,0,7,0.00
Nixon,201165,0,0,0.00,14,29,0.48,1,2,0.50,1,1,1.00,1,1,1.00
Neal,194605,1,1,1.00,0,1,0.00,1,8,0.12,6,19,0.32,0,1,0.00
Light,199116,0,0,0.00,2,4,0.50,1,3,0.33,1,1,1.00,0,1,0.00
Kohn,192009,0,0,0.00,0,0,0.00,0,1,0.00,0,1,0.00,0,0,0.00
Allison,196209,5,8,0.62,17,46,0.37,30,56,0.54,50,132,0.38,21,47,0.45
Little,189590,2,3,0.67,25,43,0.58,4,21,0.19,8,17,0.47,2,6,0.33
Ruth,181374,3,3,1.00,252,404,0.62,3,8,0.38,0,1,0.00,5,12,0.42
Dawkins,183246,27,36,0.75,22,33,0.67,38,84,0.45,51,161,0.32,75,147,0.51
Durham,183540,18,19,0.95,21,42,0.50,21,56,0.38,39,91,0.43,28,64,0.44
Torres,183133,0,1,0.00,2,6,0.33,3,5,0.60,5,17,0.29,5,9,0.56
Younger,195839,0,1,0.00,21,29,0.72,9,18,0.50,2,4,0.50,3,5,0.60
Rinaldi,195374,5,9,0.56,3,7,0.43,11,32,0.34,11,33,0.33,21,44,0.48
Oliveri,190550,0,0,0.00,37,54,0.69,3,6,0.50,1,1,1.00,2,7,0.29
George,188505,16,21,0.76,9,20,0.45,27,51,0.53,55,132,0.42,33,73,0.45
Dobbins,187771,3,4,0.75,33,60,0.55,11,34,0.32,19,53,0.36,7,16,0.44
Adkins,186444,1,4,0.25,192,319,0.60,37,102,0.36,19,45,0.42,12,20,0.60
Massey,187755,5,6,0.83,34,72,0.47,33,76,0.43,63,187,0.34,3,12,0.25
Singletary,183174,12,18,0.67,90,158,0.57,38,78,0.49,44,103,0.43,43,80,0.54
Haynes,184263,1,1,1.00,177,265,0.67,19,36,0.53,10,33,0.30,3,15,0.20
Quantrill,190117,45,77,0.58,25,46,0.54,52,123,0.42,61,151,0.40,107,218,0.49
Rasmussen,184760,33,43,0.77,12,24,0.50,30,82,0.37,31,101,0.31,108,219,0.49
Mays,196865,4,8,0.50,2,5,0.40,6,14,0.43,3,15,0.20,7,16,0.44
Morris,192313,0,0,0.00,0,0,0.00,1,1,1.00,1,1,1.00,0,0,0.00
Vaughn,189333,6,8,0.75,19,26,0.73,7,23,0.30,17,57,0.30,9,20,0.45
Stankevicius,208538,7,10,0.70,34,54,0.63,26,59,0.44,53,142,0.37,8,19,0.42
Hickman,184939,0,0,0.00,182,304,0.60,14,24,0.58,6,15,0.40,1,10,0.10
Norton,194277,2,3,0.67,33,56,0.59,3,9,0.33,2,6,0.33,8,13,0.62
Pearson,197947,0,0,0.00,0,1,0.00,0,0,0.00,0,2,0.00,0,0,0.00
Marchenko,213330,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bonds,181193,11,14,0.79,70,119,0.59,47,92,0.51,67,182,0.37,31,72,0.43
Bergen,189870,1,1,1.00,73,144,0.51,5,20,0.25,12,28,0.43,6,14,0.43
Maddox,194780,6,6,1.00,222,339,0.65,13,26,0.50,4,14,0.29,12,31,0.39
Marr,195559,68,84,0.81,37,50,0.74,84,189,0.44,66,186,0.35,170,376,0.45
Law,187935,78,129,0.60,27,41,0.66,76,188,0.40,65,167,0.39,346,676,0.51
Hurt,194101,3,3,1.00,100,174,0.57,8,22,0.36,9,31,0.29,6,6,1.00
Currie,180195,29,42,0.69,10,19,0.53,31,77,0.40,30,77,0.39,76,161,0.47
Kroll,199337,2,3,0.67,28,43,0.65,10,23,0.43,18,54,0.33,9,12,0.75
Carneglia,196497,0,0,0.00,3,6,0.50,1,4,0.25,3,6,0.50,1,2,0.50
Snow,192203,0,0,0.00,1,1,1.00,1,2,0.50,1,5,0.20,0,0,0.00
Brown,194315,1,2,0.50,0,0,0.00,0,3,0.00,3,9,0.33,1,2,0.50
Banks,197572,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Conte,183287,4,6,0.67,75,166,0.45,73,163,0.45,73,239,0.31,26,65,0.40
Simpson,185696,27,36,0.75,42,87,0.48,26,58,0.45,26,71,0.37,55,115,0.48
Buchanan,187251,3,4,0.75,196,359,0.55,15,31,0.48,8,28,0.29,14,40,0.35
Richards,197267,23,37,0.62,58,127,0.46,51,118,0.43,44,150,0.29,82,165,0.50
Wynne,190204,48,72,0.67,14,28,0.50,38,123,0.31,26,101,0.26,184,371,0.50
Thayer,196469,3,5,0.60,15,29,0.52,16,40,0.40,10,44,0.23,4,17,0.24
O`Malley,192067,0,1,0.00,15,38,0.39,4,10,0.40,5,21,0.24,7,16,0.44
Johnson,189134,1,3,0.33,3,4,0.75,3,10,0.30,4,19,0.21,4,5,0.80
Glover,200567,1,1,1.00,0,1,0.00,0,1,0.00,0,1,0.00,0,0,0.00
Jouda,196769,1,1,1.00,2,6,0.33,0,1,0.00,0,0,0.00,1,1,1.00
Baez,184504,17,25,0.68,65,116,0.56,44,85,0.52,53,151,0.35,36,50,0.72
Zeller,194941,7,9,0.78,42,71,0.59,20,54,0.37,19,42,0.45,14,23,0.61
McCartney,190837,8,15,0.53,358,570,0.63,35,102,0.34,22,70,0.31,34,65,0.52
Evans,185014,71,84,0.85,34,63,0.54,45,106,0.42,48,136,0.35,152,282,0.54
Horton,191379,31,35,0.89,18,33,0.55,44,110,0.40,86,240,0.36,48,106,0.45
Campbell,189048,52,78,0.67,9,23,0.39,42,94,0.45,31,93,0.33,156,328,0.48
Smith,180687,5,6,0.83,14,26,0.54,8,24,0.33,6,27,0.22,16,44,0.36
Valdez,210450,0,0,0.00,9,12,0.75,1,2,0.50,0,1,0.00,0,0,0.00
